"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","*TIME","LHGrasp","RHInteract","RHGrasp","Interact Comment","LHInteract","Grasp Comment","LHinteract","File","File Path"
307.768,307.946,0.178,,,,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
309.908,310.151,0.243,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
313.531,315.272,1.741,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
318.415,318.667,0.252,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
322.427,323.84,1.413,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
324.258,324.965,0.707,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
327.83,337.733,9.903,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
327.83,339.233,11.403,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
344.648,349.381,4.733,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
345.384,345.679,0.295,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
351.154,353.965,2.811,,,"i",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
355.674,356.274,0.6,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
356.168,385.849,29.681,,"ag",,,,"a",,,"003_08_092407_07202018EP_mathands_IN.eaf"
356.999,358.186,1.187,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
360.311,370.893,10.582,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
371.402,372.273,0.871,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
373.563,377.363,3.8,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
378.441,379.835,1.394,,,"a","ag",,,"can't tell if it's an actual grasp or just resting hand on toy",,"003_08_092407_07202018EP_mathands_IN.eaf"
380.441,385.375,4.934,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
