Begin,End,m_inf,i_inf,a_inf,Mom Actions,m_mom,i_mom,a_mom,File
402.24,403.68,,,,momgrab,,,,026_08
412.88,413.705,,,,momgrab,,,,026_08
415.065,419.83,L,,,,,,,026_08
415.38,418.37,,,,momgrab,,,,026_08
419.32,419.93,,,,momgrab,,,,026_08
422.43,428.48199999999997,,,L,,,,,026_08
422.64,428.48199999999997,,,Both,,,,,026_08
422.64,445.15,,,R,,,,,026_08
422.73,424.17,,,,momforce,,,,026_08
429.452,448.037,L,,,,,,,026_08
444.14,445.2,,,,momgrab,,,,026_08
448.8,449.29,R,,,,,,,026_08
450.26,486.27,,,R,,,,,026_08
462.467,481.53,Both,,,,,,,026_08
465.77,467.05,,,,momgrab,,,,026_08
485.88,486.35,,,,momgrab,,,,026_08
490.92,531.69,,,R,,,,,026_08
531.13,531.69,,,,momgrab,,,,026_08
531.13,531.82,,,,momgrab,,,,026_08
532.48,549.41,,R,,,,,,026_08
532.6,533.5,,,,momforce,,,,026_08
532.65,533.5,,Both,,,,,,026_08
532.65,541.79,,L,,,,,,026_08
542.47,545.779,L,,,,,,,026_08
546.309,561.107,,L,,,,,,026_08
550.66,561.107,,,Both,,,,,026_08
550.66,562.5,,,R,,,,,026_08
560.105,561.255,,,,momgrab,,,,026_08
562.31,570.6469999999999,,,L,,,,,026_08
563.355,570.6469999999999,,Both,,,,,,026_08
563.355,571.41,,R,,,,,,026_08
133.154,141.918,L,,,,,,,027_08
140.68200000000002,141.816,Both,,,,,,,027_08
157.986,158.429,R,,,,,,,027_08
163.17600000000002,168.136,R,,,,,,,027_08
176.625,177.893,R,,,,,,,027_08
186.21099999999998,190.678,,R,,,,,,027_08
187.83,190.678,,,,momgrab,,,,027_08
187.83,190.743,,,,momgrab,,,,027_08
209.442,209.96200000000002,,,R,,,,,027_08
215.362,233.625,,R,,,,,,027_08
241.783,245.803,,R,,,,,,027_08
245.419,245.803,,Both,,,,,,027_08
245.419,247.896,,L,,,,,,027_08
253.479,255.976,,,L,,,,,027_08
255.447,255.976,,Both,,,,,,027_08
255.447,258.52099999999996,,R,,,,,,027_08
257.772,258.52099999999996,,,,momgrab,,,,027_08
257.772,259.007,,,,momgrab,,,,027_08
281.442,281.925,R,,,,,,,027_08
288.822,290.5,R,,,,,,,027_08
296.26099999999997,298.791,R,,,,,,,027_08
302.536,310.617,R,,,,,,,027_08
330.07,331.305,L,,,,,,,027_08
332.46,332.87,R,,,,,,,027_08
338.94300000000004,346.60900000000004,R,,,,,,,027_08
338.966,346.60400000000004,,,,momgrab,,,,027_08
348.39099999999996,354.50800000000004,R,,,,,,,027_08
357.125,358.158,R,,,,,,,027_08
366.47,367.631,R,,,,,,,027_08
381.73699999999997,432.23900000000003,,,R,,,,,027_08
381.749,389.73199999999997,,,Both,,,,,027_08
391.885,392.657,,,L,,,,,027_08
398.778,402.87199999999996,,,L,,,,,027_08
403.875,404.03,L,,,,,,,027_08
407.083,407.653,,,,momgrab,,,,027_08
429.08,431.142,,,L,,,,,027_08
433.702,441.32099999999997,,,R,,,,,027_08
442.772,458.18699999999995,,R,,,,,,027_08
447.225,453.782,,Both,,,,,,027_08
468.62199999999996,476.47,L,,,,,,,027_08
468.639,469.00199999999995,Both,,,,,,,027_08
482.51599999999996,483.22,,L,,,,,,027_08
506.19599999999997,514.5790000000001,R,,,,,,,027_08
516.712,536.925,R,,,,,,,027_08
534.413,536.925,Both,,,,,,,027_08
534.413,537.0980000000001,L,,,,,,,027_08
536.469,536.925,,,,momgrab,,,,027_08
97.01700000000001,106.135,R,,,,,,,028_08
104.73,106.135,,,,momgrab,,,,028_08
104.73,106.314,,,,momgrab,,,,028_08
110.14200000000001,120.391,R,,,,,,,028_08
119.875,120.391,,,,momgrab,,,,028_08
119.875,120.432,,,,momgrab,,,,028_08
154.08700000000002,154.83100000000002,,,R,,,,,028_08
161.463,163.59,,,R,,,,,028_08
172.676,178.703,,,R,,,,,028_08
176.887,178.703,,,Both,,,,,028_08
176.887,201.775,,,L,,,,,028_08
195.06799999999998,201.775,,,Both,,,,,028_08
195.06799999999998,208.61,,,R,,,,,028_08
221.201,227.9,,,,momforce,,,,028_08
222.13,227.9,,Both,,,,,,028_08
222.13,228.285,,R,,,,,,028_08
222.68900000000002,227.628,,Both,,,,,,028_08
231.77200000000002,245.59599999999998,R,,,,,,,028_08
233.217,235.385,Both,,,,,,,028_08
263.825,269.175,R,,,,,,,028_08
264.762,264.87,,,,momgrab,,,,028_08
274.248,286.52099999999996,R,,,,,,,028_08
294.69599999999997,303.698,R,,,,,,,028_08
308.642,309.078,,,,momgrab,,,,028_08
308.649,309.078,Both,,,,,,,028_08
308.649,312.863,R,,,,,,,028_08
322.733,336.148,,,R,,,,,028_08
327.178,335.33099999999996,,,Both,,,,,028_08
334.249,335.33099999999996,,,,momgrab,,,,028_08
334.249,336.216,,,,momgrab,,,,028_08
342.16900000000004,343.00199999999995,,,,momgrab,,,,028_08
342.173,342.89099999999996,,,Both,,,,,028_08
349.913,351.517,,,R,,,,,028_08
357.70599999999996,357.853,,,R,,,,,028_08
361.466,376.918,,,R,,,,,028_08
379.337,383.79,,,R,,,,,028_08
383.64,383.79,,,,momgrab,,,,028_08
383.64,383.92199999999997,,,,momgrab,,,,028_08
384.582,389.69,L,,,,,,,028_08
114.02799999999999,114.384,,L,,,,,,029_08
116.025,131.744,,,R,,,,,029_08
132.139,134.461,R,,,,,,,029_08
136.453,148.415,R,,,,,,,029_08
136.48,142.287,Both,,,,,,,029_08
136.565,137.216,,,,momforce,,,,029_08
148.811,155.638,,,R,,,,,029_08
155.954,164.592,L,,,,,,,029_08
156.208,159.97299999999998,Both,,,,,,,029_08
160.21200000000002,168.671,,,R,,,,,029_08
165.245,168.671,,Both,,,,,,029_08
165.245,177.174,,L,,,,,,029_08
178.50400000000002,180.09099999999998,,L,,,,,,029_08
185.602,187.407,,R,,,,,,029_08
185.87099999999998,186.449,,Both,,,,,,029_08
192.202,193.78,L,,,,,,,029_08
197.118,199.138,R,,,,,,,029_08
197.12,197.422,,,,momforce,,,,029_08
197.49,205.394,L,,,,,,,029_08
203.37400000000002,205.394,Both,,,,,,,029_08
203.37400000000002,209.535,R,,,,,,,029_08
206.213,206.623,,Both,,,,,,029_08
208.05200000000002,208.68099999999998,,L,,,,,,029_08
225.458,228.55900000000003,,L,,,,,,029_08
248.69400000000002,249.553,,,R,momforce,,,,029_08
253.949,255.673,L,,,,,,,029_08
261.664,267.368,,,R,,,,,029_08
285.86400000000003,286.432,,,L,,,,,029_08
289.268,289.653,,,L,,,,,029_08
289.72,291.637,R,,,,,,,029_08
290.567,291.637,Both,,,,,,,029_08
290.567,295.686,L,,,,,,,029_08
298.306,299.98400000000004,R,,,,,,,029_08
299.27,299.98400000000004,,,,momgrab,,,,029_08
299.27,299.988,,,,momgrab,,,,029_08
304.61,313.85,R,,,,,,,029_08
331.983,343.469,R,,,,,,,029_08
349.61400000000003,369.69699999999995,R,,,,,,,029_08
367.32199999999995,369.69699999999995,,,,momgrab,,,,029_08
367.32199999999995,369.95300000000003,,,,momgrab,,,,029_08
374.711,381.163,,R,,,,,,029_08
381.903,384.149,R,,,,,,,029_08
387.906,388.256,,R,,,,,,029_08
397.272,398.129,,R,,,,,,029_08
417.68800000000005,422.89099999999996,R,,,,,,,029_08
432.05800000000005,433.54900000000004,,L,,,,,,029_08
432.108,433.54900000000004,Both,,,,,,,029_08
432.108,434.79,R,,,,,,,029_08
461.167,462.157,,L,,,,,,029_08
462.441,462.588,L,,,,,,,029_08
463.01199999999994,470.77,,R,,,,,,029_08
471.233,474.772,R,,,,,,,029_08
471.246,474.772,Both,,,,,,,029_08
471.246,483.45,L,,,,,,,029_08
479.125,483.45,Both,,,,,,,029_08
479.125,488.38699999999994,R,,,,,,,029_08
55.03,67.388,,L,,,,,,031_08
63.422,63.59,,Both,,,,,,031_08
66.60600000000001,67.423,,,,momgrab,,,,031_08
71.764,90.48899999999999,,L,,,,,,031_08
71.803,73.434,,,,momforce,,,,031_08
73.005,73.434,,Both,,,,,,031_08
73.005,86.757,,R,,,,,,031_08
90.09200000000001,93.48700000000001,R,,,,,,,031_08
90.171,90.507,,,,momgrab,,,,031_08
90.91799999999999,92.791,L,,,,,,,031_08
92.885,93.53,,,,momgrab,,,,031_08
93.02600000000001,93.53,,Both,,,,,,031_08
93.02600000000001,157.892,,L,,,,,,031_08
97.24799999999999,107.667,Both,,,,,,,031_08
108.965,111.02600000000001,R,,,,,,,031_08
110.74700000000001,111.02600000000001,,,,momgrab,,,,031_08
110.74700000000001,111.109,,,,momgrab,,,,031_08
117.40700000000001,135.451,R,,,,,,,031_08
117.569,118.01799999999999,,,,momforce,,,,031_08
135.714,165.233,,,R,,,,,031_08
157.32399999999998,157.921,,,,momgrab,,,,031_08
160.234,167.47099999999998,,,L,,,,,031_08
168.667,173.278,,,L,,,,,031_08
168.72400000000002,172.354,,,,momforce,,,,031_08
169.475,172.354,,,Both,,,,,031_08
169.475,190.37599999999998,,,R,,,,,031_08
189.58900000000003,190.37599999999998,,,,momgrab,,,,031_08
189.58900000000003,190.421,,,,momgrab,,,,031_08
191.49599999999998,238.18900000000002,,L,,,,,,031_08
191.612,192.58900000000003,Both,,,,,,,031_08
237.618,238.222,,,,momgrab,,,,031_08
239.107,243.15900000000002,,L,,,,,,031_08
239.109,243.15900000000002,,Both,,,,,,031_08
239.109,246.767,,R,,,,,,031_08
243.429,246.767,Both,,,,,,,031_08
243.429,252.053,L,,,,,,,031_08
246.232,246.856,,,,momgrab,,,,031_08
251.097,252.03599999999997,,,,momgrab,,,,031_08
252.576,252.804,,L,,,,,,031_08
307.147,346.98400000000004,L,,,,,,,031_08
322.23900000000003,327.98800000000006,Both,,,,,,,031_08
340.37699999999995,359.094,R,,,,,,,031_08
351.55300000000005,359.094,Both,,,,,,,031_08
351.55300000000005,367.597,L,,,,,,,031_08
366.44800000000004,367.597,,,Both,,,,,031_08
366.44800000000004,370.653,,,R,,,,,031_08
367.05199999999996,367.649,,,,momgrab,,,,031_08
368.254,382.24300000000005,,,L,,,,,031_08
373.939,381.579,,,Both,,,,,031_08
381.139,381.579,,,,momgrab,,,,031_08
381.139,382.273,,,,momgrab,,,,031_08
395.02,396.034,,,,momforce,,,,031_08
395.05199999999996,396.034,,,Both,,,,,031_08
395.05199999999996,412.721,,,R,,,,,031_08
409.684,412.721,,,,momgrab,,,,031_08
409.684,412.772,,,,momgrab,,,,031_08
417.55199999999996,419.25199999999995,,,L,,,,,031_08
428.27099999999996,487.69,,,L,,,,,031_08
430.741,432.556,,,,momforce,,,,031_08
433.781,446.48900000000003,,,R,,,,,031_08
486.24199999999996,487.83099999999996,,,,momgrab,,,,031_08
151.85299999999998,162.732,,,L,,,,,032_08
152.947,154.343,,,Both,,,,,032_08
159.114,202.079,,,R,,,,,032_08
165.136,167.364,,,Both,,,,,032_08
169.80599999999998,177.202,,,L,,,,,032_08
188.533,261.365,,,L,,,,,032_08
203.872,211.217,,,Both,,,,,032_08
214.607,256.152,,,R,,,,,032_08
259.798,261.362,,,,momgrab,,,,032_08
260.08299999999997,261.362,Both,,,,,,,032_08
260.08299999999997,285.682,R,,,,,,,032_08
262.436,282.475,Both,,,,,,,032_08
284.691,284.711,,,,momgrab,,,,032_08
284.711,285.945,,,,momgrab,,,,032_08
286.603,288.791,,R,,,,,,032_08
287.328,288.791,Both,,,,,,,032_08
287.328,310.732,L,,,,,,,032_08
289.68,295.443,Both,,,,,,,032_08
299.556,300.643,R,,,,,,,032_08
307.86,309.77299999999997,R,,,,,,,032_08
315.594,316.902,,R,,,,,,032_08
316.093,316.902,,Both,,,,,,032_08
316.093,320.91200000000003,,L,,,,,,032_08
318.569,320.80400000000003,,Both,,,,,,032_08
322.803,324.72900000000004,,R,,,,,,032_08
343.774,344.459,,R,,,,,,032_08
345.939,347.664,,R,,,,,,032_08
346.61,347.664,Both,,,,,,,032_08
346.61,350.657,L,,,,,,,032_08
350.995,355.04900000000004,R,,,,,,,032_08
351.89099999999996,355.04900000000004,Both,,,,,,,032_08
351.89099999999996,355.87800000000004,L,,,,,,,032_08
361.289,375.413,R,,,,,,,032_08
362.14599999999996,362.536,Both,,,,,,,032_08
364.51,369.24699999999996,L,,,,,,,032_08
374.26099999999997,378.885,,L,,,,,,032_08
376.295,378.885,,Both,,,,,,032_08
376.295,379.03,,R,,,,,,032_08
379.241,381.274,L,,,,,,,032_08
384.906,387.12699999999995,R,,,,,,,032_08
387.64300000000003,394.355,,L,,,,,,032_08
403.476,406.556,,L,,,,,,032_08
406.861,420.24699999999996,,R,,,,,,032_08
408.529,420.24699999999996,,Both,,,,,,032_08
408.529,422.832,,L,,,,,,032_08
427.45599999999996,430.91900000000004,L,,,,,,,032_08
444.846,496.70099999999996,,R,,,,,,032_08
448.24699999999996,461.61699999999996,,Both,,,,,,032_08
467.55300000000005,499.515,,L,,,,,,032_08
499.094,499.515,,Both,,,,,,032_08
499.094,515.138,,R,,,,,,032_08
500.798,515.138,,Both,,,,,,032_08
500.798,515.6030000000001,,L,,,,,,032_08
27.178,75.62,,R,,,,,,035_08
32.479,38.969,,,Both,,,,,035_08
40.825,67.187,L,,,,,,,035_08
67.737,73.069,,,L,,,,,035_08
72.237,73.069,,,,momgrab,,,,035_08
72.237,73.123,,,,momgrab,,,,035_08
78.932,80.757,,,R,,,,,035_08
80.05199999999999,80.757,,,,momgrab,,,,035_08
80.05199999999999,80.837,,,,momgrab,,,,035_08
95.34200000000001,128.482,,,L,,,,,035_08
95.93,96.581,,,Both,,,,,035_08
102.86,136.664,,,R,,,,,035_08
129.126,136.48,Both,,,,,,,035_08
134.985,136.48,,,,momgrab,,,,035_08
134.985,136.71,,,,momgrab,,,,035_08
140.82399999999998,143.799,L,,,,,,,035_08
140.999,143.799,Both,,,,,,,035_08
140.999,157.254,R,,,,,,,035_08
145.45600000000002,147.33100000000002,,,Both,,,,,035_08
149.785,154.37,,,L,,,,,035_08
156.717,157.321,,,,momgrab,,,,035_08
161.187,178.583,,R,,,,,,035_08
167.52900000000002,178.52700000000002,,Both,,,,,,035_08
181.07299999999998,182.55,R,,,,,,,035_08
184.28400000000002,189.983,,R,,,,,,035_08
194.15200000000002,196.347,,,L,,,,,035_08
201.178,231.45,,,L,,,,,035_08
223.918,231.45,,,Both,,,,,035_08
223.918,258.187,,,R,,,,,035_08
237.692,250.05200000000002,,,Both,,,,,035_08
257.14,258.214,,,,momgrab,,,,035_08
79.566,89.697,R,,,,,,,036_08
79.586,89.697,Both,,,,,,,036_08
79.586,89.71,L,,,,,,,036_08
88.417,89.71,,,,momgrab,,,,036_08
88.417,89.76,,,,momgrab,,,,036_08
90.42200000000001,102.395,L,,,,,,,036_08
93.57600000000001,102.395,Both,,,,,,,036_08
93.57600000000001,102.48899999999999,R,,,,,,,036_08
105.969,121.086,R,,,,,,,036_08
110.73700000000001,121.053,Both,,,,,,,036_08
120.536,121.053,,,,momgrab,,,,036_08
120.536,121.12,,,,momgrab,,,,036_08
128.274,132.187,,,R,,,,,036_08
131.139,132.187,,,Both,,,,,036_08
131.139,140.214,,,L,,,,,036_08
134.056,140.214,,,Both,,,,,036_08
134.056,192.797,,,R,,,,,036_08
143.144,148.388,,,Both,,,,,036_08
150.576,181.52599999999998,,,L,,,,,036_08
185.435,191.86700000000002,,,L,,,,,036_08
193.549,220.59,R,,,,,,,036_08
200.636,217.38,Both,,,,,,,036_08
219.207,233.28900000000002,L,,,,,,,036_08
226.642,233.28900000000002,Both,,,,,,,036_08
226.642,245.678,R,,,,,,,036_08
237.153,245.678,Both,,,,,,,036_08
237.153,255.78,L,,,,,,,036_08
248.679,251.84,Both,,,,,,,036_08
263.711,264.932,,,,momforce,,,,036_08
263.714,264.932,,Both,,,,,,036_08
263.714,271.879,,L,,,,,,036_08
265.428,271.879,,Both,,,,,,036_08
265.428,293.96,,R,,,,,,036_08
273.107,275.842,,Both,,,,,,036_08
277.837,293.845,,L,,,,,,036_08
322.20599999999996,323.857,,,R,,,,,036_08
323.842,323.857,,,Both,,,,,036_08
323.842,323.973,,,L,,,,,036_08
326.577,343.245,,,L,,,,,036_08
332.57099999999997,342.668,,,Both,,,,,036_08
354.784,356.415,,,,momforce,,,,036_08
354.86300000000006,356.415,,,Both,,,,,036_08
354.86300000000006,400.27099999999996,,,R,,,,,036_08
356.026,400.27099999999996,,,Both,,,,,036_08
356.026,409.664,,,L,,,,,036_08
404.644,409.664,,,,momgrab,,,,036_08
404.644,409.785,,,,momgrab,,,,036_08
406.426,408.936,,,Both,,,,,036_08
110.594,137.868,,,L,,,,,039_08
117.58,120.14399999999999,Both,,,,,,,039_08
120.913,123.24799999999999,,,R,,,,,039_08
128.94799999999998,134.918,,,R,,,,,039_08
136.309,145.714,,,R,,,,,039_08
142.986,145.714,,,Both,,,,,039_08
142.986,158.873,,,L,,,,,039_08
151.9,156.832,,,Both,,,,,039_08
157.937,158.957,,,,momgrab,,,,039_08
161.558,175.18900000000002,R,,,,,,,039_08
165.04,175.18900000000002,Both,,,,,,,039_08
165.04,223.019,L,,,,,,,039_08
178.688,183.33700000000002,Both,,,,,,,039_08
188.954,192.285,R,,,,,,,039_08
195.095,203.676,R,,,,,,,039_08
205.105,211.44799999999998,R,,,,,,,039_08
219.796,237.769,R,,,,,,,039_08
224.294,225.07299999999998,Both,,,,,,,039_08
233.048,235.06,,L,,,,,,039_08
237.312,243.748,,L,,,,,,039_08
239.52900000000002,243.748,,Both,,,,,,039_08
239.52900000000002,251.532,,R,,,,,,039_08
246.17700000000002,247.653,Both,,,,,,,039_08
251.09400000000002,251.738,,,,momgrab,,,,039_08
255.229,270.472,,R,,,,,,039_08
258.67400000000004,260.687,,Both,,,,,,039_08
262.056,266.16200000000003,L,,,,,,,039_08
266.94,294.606,,L,,,,,,039_08
272.26099999999997,277.869,Both,,,,,,,039_08
278.315,280.376,,R,,,,,,039_08
292.634,306.409,,R,,,,,,039_08
301.421,306.409,Both,,,,,,,039_08
301.421,311.289,L,,,,,,,039_08
309.736,311.289,Both,,,,,,,039_08
309.736,317.189,R,,,,,,,039_08
312.765,317.189,,Both,,,,,,039_08
312.765,355.939,,L,,,,,,039_08
317.976,321.433,,Both,,,,,,039_08
338.315,341.644,,,R,,,,,039_08
348.351,394.789,,,R,,,,,039_08
356.967,364.495,,,Both,,,,,039_08
372.10900000000004,375.099,,L,,,,,,039_08
377.301,384.08,,,L,,,,,039_08
389.102,406.275,,,L,,,,,039_08
405.005,406.275,,,Both,,,,,039_08
405.005,425.94300000000004,,,R,,,,,039_08
424.589,425.94300000000004,,,Both,,,,,039_08
424.589,430.59,,,L,,,,,039_08
429.47900000000004,430.59,,,Both,,,,,039_08
429.47900000000004,438.36,,,R,,,,,039_08
436.92400000000004,438.36,,,Both,,,,,039_08
436.92400000000004,441.54,,,L,,,,,039_08
0.0,1.181,R,,,,,,,040_08
0.02,1.181,Both,,,,,,,040_08
0.02,1.328,L,,,,,,,040_08
0.14,1.328,,,,momgrab,,,,040_08
0.14,1.402,,,,momgrab,,,,040_08
2.7310000000000003,7.0729999999999995,L,,,,,,,040_08
3.241,7.0729999999999995,Both,,,,,,,040_08
3.241,68.57600000000001,R,,,,,,,040_08
12.167,25.479,Both,,,,,,,040_08
43.415,44.489,L,,,,,,,040_08
54.183,54.673,L,,,,,,,040_08
67.725,73.17699999999999,,L,,,,,,040_08
67.734,68.67699999999999,,,,momforce momgrab,,,,040_08
70.449,78.55,,R,,,,,,040_08
77.319,78.55,,Both,,,,,,040_08
77.319,80.65100000000001,,L,,,,,,040_08
83.301,137.281,,R,,,,,,040_08
88.223,102.226,,Both,,,,,,040_08
104.133,113.148,,L,,,,,,040_08
115.958,137.289,,L,,,,,,040_08
136.954,137.289,,,,momgrab,,,,040_08
136.954,137.32299999999998,,,,momgrab,,,,040_08
139.632,143.225,,,,momforce,,,,040_08
139.641,143.225,,,Both,,,,,040_08
139.641,157.78,,,L,,,,,040_08
144.261,157.77700000000002,,,Both,,,,,040_08
160.394,169.87599999999998,,,L,,,,,040_08
165.36,169.87599999999998,,,Both,,,,,040_08
165.36,214.785,,,R,,,,,040_08
175.386,180.023,,,Both,,,,,040_08
185.81799999999998,189.016,,,L,,,,,040_08
197.078,212.267,,,L,,,,,040_08
212.985,214.93200000000002,,,,momgrab,,,,040_08
214.825,214.93200000000002,Both,,,,,,,040_08
214.825,231.079,R,,,,,,,040_08
239.495,245.488,R,,,,,,,040_08
246.226,256.281,,,R,,,,,040_08
256.656,267.97700000000003,R,,,,,,,040_08
268.695,272.547,,,R,,,,,040_08
273.322,275.52299999999997,R,,,,,,,040_08
276.307,315.187,,,R,,,,,040_08
305.9,307.316,,,,momgrab,,,,040_08
312.31,316.698,L,,,,,,,040_08
315.616,316.698,Both,,,,,,,040_08
315.616,318.341,R,,,,,,,040_08
90.014,101.947,R,,,,,,,043_08
103.76100000000001,182.537,R,,,,,,,043_08
106.402,107.478,,,,momgrab,,,,043_08
111.348,114.18299999999999,L,,,,,,,043_08
122.594,123.023,L,,,,,,,043_08
127.43299999999999,129.905,L,,,,,,,043_08
131.839,132.433,L,,,,,,,043_08
141.869,143.89,,,,momgrab,,,,043_08
153.813,155.846,,,,momgrab,,,,043_08
161.52700000000002,161.989,,,,momgrab,,,,043_08
166.122,167.037,L,,,,,,,043_08
179.72,182.541,,,,momgrab,,,,043_08
184.921,199.50799999999998,R,,,,,,,043_08
195.235,196.62,,,,momgrab,,,,043_08
198.11700000000002,199.976,,,,momgrab,,,,043_08
206.59,247.333,R,,,,,,,043_08
235.02700000000002,246.99400000000003,Both,,,,,,,043_08
235.04,237.592,,,,momgrab,,,,043_08
246.081,247.34099999999998,,,,momgrab,,,,043_08
255.169,256.254,,R,,,,,,043_08
318.358,321.089,L,,,,,,,043_08
327.377,332.3,,R,,,,,,043_08
334.584,354.749,R,,,,,,,043_08
338.39300000000003,343.455,,,,momgrab,,,,043_08
360.67400000000004,369.499,R,,,,,,,043_08
368.853,369.499,,,,momgrab,,,,043_08
368.853,369.528,,,,momgrab,,,,043_08
372.785,378.036,,,,momforce,,,,043_08
373.35699999999997,378.036,Both,,,,,,,043_08
373.35699999999997,386.844,R,,,,,,,043_08
375.546,377.409,Both,,,,,,,043_08
384.39099999999996,386.844,,,,momgrab,,,,043_08
388.49300000000005,391.615,,,,momforce,,,,043_08
388.9,391.514,Both,,,,,,,043_08
431.131,445.014,,,R,,,,,043_08
440.126,445.014,,,,momgrab,,,,043_08
440.126,445.56699999999995,,,,momgrab,,,,043_08
442.91,444.358,Both,,,,,,,043_08
447.06,450.00800000000004,,,,momgrab,,,,043_08
112.12899999999999,112.552,,,L,,,,,044_08
121.986,128.75799999999998,,R,,,,,,044_08
126.61,128.75799999999998,,Both,,,,,,044_08
126.61,134.167,,L,,,,,,044_08
130.195,134.167,,Both,,,,,,044_08
130.195,134.685,,R,,,,,,044_08
144.22299999999998,152.24200000000002,,,L,,,,,044_08
146.715,152.24200000000002,,,Both,,,,,044_08
146.715,152.80200000000002,,,R,,,,,044_08
163.135,165.00099999999998,,R,,,,,,044_08
173.387,184.793,,,L,,,,,044_08
183.365,184.793,,,Both,,,,,044_08
183.365,186.80200000000002,,,R,,,,,044_08
192.643,193.50900000000001,,,,momforce,,,,044_08
192.65,193.50900000000001,,,Both,,,,,044_08
192.65,194.295,,,R,,,,,044_08
205.416,208.687,,,R,,,,,044_08
206.429,207.815,,,,momforce,,,,044_08
214.301,218.054,,,L,,,,,044_08
225.833,228.197,,,R,,,,,044_08
239.362,245.584,,R,,,,,,044_08
244.34099999999998,245.584,,Both,,,,,,044_08
244.34099999999998,248.683,,L,,,,,,044_08
250.139,252.69,,,L,,,,,044_08
254.407,258.192,,,R,,,,,044_08
256.41700000000003,257.591,,Both,,,,,,044_08
259.638,261.866,,R,,,,,,044_08
267.812,274.813,,R,,,,,,044_08
267.87,274.808,,,,momforce,,,,044_08
282.61,287.091,,R,,,,,,044_08
299.061,305.454,,,,momforce,,,,044_08
299.062,305.454,,,Both,,,,,044_08
299.062,305.45799999999997,,,R,,,,,044_08
313.534,317.884,,,R,,,,,044_08
314.944,315.89599999999996,,,Both,,,,,044_08
87.053,90.697,R,,,,,,,045_08
87.059,87.2,,,,momforce,,,,045_08
87.523,94.65299999999999,L,,,,,,,045_08
93.52,94.65299999999999,Both,,,,,,,045_08
93.52,95.292,R,,,,,,,045_08
102.50299999999999,103.383,L,,,,,,,045_08
102.617,103.383,Both,,,,,,,045_08
102.617,110.77600000000001,R,,,,,,,045_08
108.698,109.88600000000001,Both,,,,,,,045_08
113.126,119.066,R,,,,,,,045_08
115.939,118.785,Both,,,,,,,045_08
123.287,134.578,R,,,,,,,045_08
123.557,129.629,Both,,,,,,,045_08
131.529,132.697,,,L,,,,,045_08
134.346,134.668,,,,momgrab,,,,045_08
134.836,137.412,,,L,,,,,045_08
135.97799999999998,137.412,,,Both,,,,,045_08
135.97799999999998,138.071,,,R,,,,,045_08
137.113,138.071,,,,momgrab,,,,045_08
137.113,138.207,,,,momgrab,,,,045_08
138.812,141.369,L,,,,,,,045_08
146.616,149.334,,,,momforce,,,,045_08
146.621,149.334,,,Both,,,,,045_08
146.621,153.861,,,R,,,,,045_08
150.29399999999998,153.861,,,Both,,,,,045_08
150.29399999999998,156.386,,,L,,,,,045_08
158.85299999999998,159.799,L,,,,,,,045_08
167.377,188.049,,,R,,,,,045_08
185.669,188.049,,,Both,,,,,045_08
185.669,206.192,,,L,,,,,045_08
205.34900000000002,206.192,,,,momgrab,,,,045_08
205.34900000000002,206.322,,,,momgrab,,,,045_08
214.388,215.549,,,,momforce,,,,045_08
214.40599999999998,215.549,,Both,,,,,,045_08
214.40599999999998,221.582,,R,,,,,,045_08
216.34099999999998,221.582,,Both,,,,,,045_08
216.34099999999998,222.253,,L,,,,,,045_08
220.61700000000002,222.253,,,,momgrab,,,,045_08
220.61700000000002,222.34599999999998,,,,momgrab,,,,045_08
224.775,230.097,,R,,,,,,045_08
225.375,226.442,,,,momforce,,,,045_08
229.59599999999998,230.153,,,,momgrab,,,,045_08
238.92,252.308,,,L,,,,,045_08
251.44400000000002,252.308,Both,,,,,,,045_08
251.44400000000002,263.762,R,,,,,,,045_08
270.427,271.93,L,,,,,,,045_08
270.959,271.93,,Both,,,,,,045_08
270.959,274.945,,R,,,,,,045_08
275.224,282.495,R,,,,,,,045_08
275.306,281.856,Both,,,,,,,045_08
286.644,292.675,L,,,,,,,045_08
294.328,297.274,L,,,,,,,045_08
305.48900000000003,327.88,,R,,,,,,045_08
332.43800000000005,336.28,R,,,,,,,045_08
343.14,344.167,R,,,,,,,045_08
358.55400000000003,366.158,,R,,,,,,045_08
107.973,415.809,R,,,,,,,047_08
127.77,130.623,Both,,,,,,,047_08
135.857,187.88,,L,,,,,,047_08
175.81799999999998,178.516,,,,momgrab,,,,047_08
182.75099999999998,186.045,,,,momgrab,,,,047_08
188.455,189.18599999999998,L,,,,,,,047_08
202.333,213.389,L,,,,,,,047_08
217.033,220.06,L,,,,,,,047_08
228.012,229.78400000000002,L,,,,,,,047_08
230.233,232.695,,L,,,,,,047_08
231.523,232.695,,,,momgrab,,,,047_08
231.523,232.933,,,,momgrab,,,,047_08
250.06400000000002,277.55,,,L,,,,,047_08
278.324,296.672,L,,,,,,,047_08
298.642,347.166,,,L,,,,,047_08
347.80400000000003,351.881,L,,,,,,,047_08
352.408,364.454,,,L,,,,,047_08
379.13300000000004,379.583,L,,,,,,,047_08
384.309,389.59,L,,,,,,,047_08
410.086,415.83099999999996,L,,,,,,,047_08
64.3,77.582,R,,,,,,,048_08
65.32,65.884,Both,,,,,,,048_08
71.182,73.685,L,,,,,,,048_08
