Begin,End,m_inf,i_inf,a_inf,Mom Actions,m_mom,i_mom,a_mom,File
392.001,392.39599999999996,,,,,,,Both,011_08
392.001,413.195,,,,,,,R,011_08
401.408,403.69800000000004,,,,,Both,,,011_08
404.108,405.292,,,,,,,L,011_08
405.501,415.491,,,,,L,,,011_08
417.00800000000004,426.19,,,,,,,R,011_08
417.80199999999996,424.39300000000003,,,,,,,Both,011_08
426.106,436.098,,,,,L,,,011_08
426.501,426.79,,,,,Both,,,011_08
430.006,433.195,,,,,R,,,011_08
435.707,436.394,,,,,R,,,011_08
438.601,444.69800000000004,,,,,R,,,011_08
439.101,440.99800000000005,,,,,Both,,,011_08
442.106,442.99,,,,,,,L,011_08
443.602,477.0,,,,,L,,,011_08
449.809,470.398,,,,,,,Both,011_08
470.70300000000003,473.49699999999996,,,,,R,,,011_08
476.10699999999997,477.0,,,,,,,R,011_08
194.405,204.093,,,,,,,R,012_08
197.824,201.77200000000002,,,,,,,Both,012_08
205.695,207.296,,,,,R,,,012_08
237.62599999999998,258.194,,,,,,L,,012_08
239.225,255.479,,,,,,Both,,012_08
273.319,275.375,,,,,R,,,012_08
277.22700000000003,277.48900000000003,,,,,R,,,012_08
278.91200000000003,279.279,,,,,R,,,012_08
281.909,282.688,,,,,R,,,012_08
284.001,284.168,,,,,R,,,012_08
286.705,286.971,,,,,R,,,012_08
288.522,289.089,,,,,R,,,012_08
290.76099999999997,299.087,,,,,,,R,012_08
300.83099999999996,301.698,,,,,,,R,012_08
302.126,302.293,,,,,R,,,012_08
303.406,303.974,,,,,L,,,012_08
304.816,316.883,,,,,,L,,012_08
304.91900000000004,306.488,,,,,Both,,,012_08
307.001,324.388,,,,,,R,,012_08
319.716,324.388,,,,,,Both,,012_08
319.716,342.889,,,,,,L,,012_08
326.818,342.889,,,,,,Both,,012_08
326.818,348.69599999999997,,,,,,R,,012_08
347.0,347.983,,,,,Both,,,012_08
348.42900000000003,351.675,,,,,,L,,012_08
349.61,349.777,,,,,Both,,,012_08
351.63199999999995,352.566,,,,,,,R,012_08
353.009,353.07599999999996,,,,,L,,,012_08
354.406,355.87699999999995,,,,,L,,,012_08
357.61300000000006,357.88,,,,,L,,,012_08
359.608,360.86800000000005,,,,,,,R,012_08
362.314,362.58099999999996,,,,,,,R,012_08
363.726,364.594,,,,,R,,,012_08
404.227,417.68699999999995,,,,,,,L,012_08
405.227,417.68699999999995,,,,,,,Both,012_08
405.227,418.67,,,,,,,R,012_08
420.925,431.298,,,,,,,L,012_08
421.223,426.79400000000004,,,,,,,Both,012_08
427.81300000000005,433.86699999999996,,,,,,,R,012_08
432.921,433.781,,,,,,,Both,012_08
456.61800000000005,457.995,,,,,R,,,012_08
456.912,457.995,,,,,,,Both,012_08
456.912,458.481,,,,,,,L,012_08
458.329,458.481,,,,,,,Both,012_08
458.329,459.17900000000003,,,,,,,R,012_08
459.009,459.17900000000003,,,,,Both,,,012_08
459.009,460.37800000000004,,,,,L,,,012_08
461.412,463.467,,,,,L,,,012_08
465.023,466.191,,,,,L,,,012_08
468.405,471.811,,,,,,,R,012_08
470.006,471.811,,,,,Both,,,012_08
470.006,473.17699999999996,,,,,L,,,012_08
475.415,476.784,,,,,,,L,012_08
479.906,482.066,,,,,,,R,012_08
482.066,482.29900000000004,,,,,R,,,012_08
482.32,484.289,,,,,L,,,012_08
482.413,483.091,,,,,,,Both,012_08
485.10400000000004,490.07599999999996,,,,,,L,,012_08
485.529,486.289,,,,,Both,,,012_08
486.926,490.486,,,,,,R,,012_08
492.51099999999997,492.879,,,,,,R,,012_08
492.62300000000005,492.879,,,,,,Both,,012_08
492.62300000000005,492.89,,,,,,L,,012_08
514.031,519.569,,,,,L,,,012_08
519.919,523.289,,,,,R,,,012_08
117.77,139.92,,,,,R,,,014_08
118.38,131.9,,,,,Both,,,014_08
138.69,139.93,,,,,L,,,014_08
159.52,160.23,,,,,L,,,014_08
163.29,163.82,,,,,L,,,014_08
168.62,183.1,,,,,,,L,014_08
170.85,183.1,,,,,,,Both,014_08
184.25,187.83,,,,,,,L,014_08
192.87,196.95,,,,,R,,,014_08
196.765,196.95,,,,,Both,,,014_08
196.765,198.105,,,,,L,,,014_08
200.13,202.82,,,,,L,,,014_08
201.40400000000002,202.82,,,,,,,Both,014_08
201.40400000000002,203.21400000000003,,,,,,,R,014_08
203.15,203.21400000000003,,,,,,,Both,014_08
203.15,204.7,,,,,,,L,014_08
207.82,209.31,,,,,R,,,014_08
215.25,218.02,,,,,L,,,014_08
216.81,218.02,,,,,,Both,,014_08
216.81,223.11,,,,,,R,,014_08
219.475,222.625,,,,,,,Both,014_08
222.975,224.515,,,,,,L,,014_08
232.18,233.05,,,,,,,L,014_08
232.95,233.05,,,,,,,Both,014_08
232.95,254.87,,,,,,,R,014_08
281.01099999999997,295.221,,,,,,L,,014_08
282.531,295.221,,,,,,Both,,014_08
282.531,295.444,,,,,,R,,014_08
303.725,304.328,,,,,,,L,014_08
328.55300000000005,330.42800000000005,,,,,R,,,014_08
332.593,333.241,,,,,,L,,014_08
333.06,333.241,,,,,,Both,,014_08
333.06,334.014,,,,,,R,,014_08
337.555,338.385,,,,,L,,,014_08
342.056,342.26,,,,,L,,,014_08
348.977,349.84,,,,,L,,,014_08
360.24300000000005,362.981,,,,,,,L,014_08
373.083,376.86699999999996,,,,,,R,,014_08
389.509,392.974,,,,,R,,,014_08
390.202,392.827,,,,,,,Both,014_08
394.44,396.92900000000003,,,,,,L,,014_08
397.645,397.736,,,,,R,,,014_08
409.63800000000003,411.07,,,,,,R,,014_08
416.50800000000004,417.51199999999994,,,,,,,L,014_08
418.153,418.925,,,,,,R,,014_08
422.227,461.25699999999995,,,,,,,L,014_08
432.94699999999995,461.25699999999995,,,,,,,Both,014_08
432.94699999999995,462.629,,,,,,,R,014_08
467.68,469.532,,,,,R,,,014_08
503.976,506.657,,,,,R,,,014_08
88.31200000000001,90.087,,,,,,L,,015_08
90.699,91.979,,,,,L,,,015_08
92.80799999999999,102.96700000000001,,,,,,,L,015_08
121.1,127.766,,,,,,,R,015_08
122.23200000000001,125.169,,,,,,,Both,015_08
127.323,135.269,,,,,,,L,015_08
136.819,138.39700000000002,,,,,R,,,015_08
139.811,140.376,,,,,R,,,015_08
191.023,192.97099999999998,,,,,,L,,015_08
191.921,192.97099999999998,,,,,,Both,,015_08
191.921,212.87400000000002,,,,,,R,,015_08
193.30599999999998,195.19299999999998,,,,,,,Both,015_08
195.40099999999998,208.378,,,,,,L,,015_08
208.81400000000002,217.793,,,,,,,L,015_08
213.32,217.768,,,,,,,Both,015_08
266.60900000000004,269.13,,,,,R,,,015_08
270.514,270.58099999999996,,,,,R,,,015_08
271.508,271.675,,,,,R,,,015_08
272.72,273.288,,,,,R,,,015_08
274.704,285.689,,,,,R,,,015_08
278.325,285.689,,,,,,,Both,015_08
278.325,286.177,,,,,,,L,015_08
286.022,286.177,,,,,,,Both,015_08
286.022,287.074,,,,,,,R,015_08
288.01,291.692,,,,,L,,,015_08
292.731,293.79400000000004,,,,,L,,,015_08
350.01099999999997,358.875,,,,,R,,,015_08
353.606,356.38800000000003,,,,,Both,,,015_08
360.31300000000005,360.38,,,,,L,,,015_08
361.911,362.077,,,,,L,,,015_08
363.925,363.99199999999996,,,,,L,,,015_08
366.384,367.381,,,,,L,,,015_08
376.29900000000004,383.972,,,,,,,L,015_08
403.51300000000003,419.695,,,,,,,R,015_08
406.129,419.695,,,,,,,Both,015_08
406.129,422.07099999999997,,,,,,,L,015_08
420.267,421.376,,,,,Both,,,015_08
422.022,422.895,,,,,,,R,015_08
426.29900000000004,432.47,,,,,,L,,015_08
429.414,432.00300000000004,,,,,Both,,,015_08
457.629,471.298,,,,,,L,,015_08
458.412,471.298,,,,,,Both,,015_08
458.412,472.588,,,,,,R,,015_08
96.801,98.094,,,,,,L,,016_08
97.804,98.094,,,,,,Both,,016_08
97.804,110.99799999999999,,,,,,R,,016_08
100.00299999999999,109.596,,,,,,Both,,016_08
110.103,111.595,,,,,L,,,016_08
115.603,117.095,,,,,,L,,016_08
140.102,154.796,,,,,,,R,016_08
140.803,153.89600000000002,,,,,,,Both,016_08
156.4,160.595,,,,,,,R,016_08
159.203,160.595,,,,,Both,,,016_08
159.203,160.894,,,,,L,,,016_08
160.805,160.894,,,,,Both,,,016_08
160.805,161.697,,,,,R,,,016_08
161.401,161.697,,,,,,,Both,016_08
161.401,165.09900000000002,,,,,,,L,016_08
162.002,165.09900000000002,,,,,,,Both,016_08
162.002,167.99400000000003,,,,,,,R,016_08
166.003,166.497,,,,,Both,,,016_08
183.104,184.99599999999998,,,,,R,,,016_08
191.803,194.19799999999998,,,,,,L,,016_08
192.5,194.19799999999998,,,,,,Both,,016_08
192.5,199.899,,,,,,R,,016_08
194.604,198.899,,,,,Both,,,016_08
199.505,201.197,,,,,,L,,016_08
203.6,213.99900000000002,,,,,,,R,016_08
204.605,212.99400000000003,,,,,,,Both,016_08
217.9,226.195,,,,,,,R,016_08
222.101,225.199,,,,,,,Both,016_08
227.304,235.794,,,,,,,R,016_08
247.705,249.995,,,,,,,R,016_08
263.5,265.598,,,,,R,,,016_08
269.2,272.89799999999997,,,,,,,R,016_08
269.805,271.394,,,,,Both,,,016_08
280.702,289.197,,,,,,L,,016_08
281.603,287.79900000000004,,,,,,Both,,016_08
290.905,297.298,,,,,,,R,016_08
293.501,296.197,,,,,,,Both,016_08
298.505,299.397,,,,,,,R,016_08
312.902,319.297,,,,,,,R,016_08
361.30199999999996,361.39599999999996,,,,,L,,,016_08
380.105,388.095,,,,,,,R,016_08
393.005,396.796,,,,,,,R,016_08
403.902,409.394,,,,,,,R,016_08
404.9,409.394,,,,,,,Both,016_08
404.9,409.395,,,,,,,L,016_08
410.001,410.499,,,,,L,,,016_08
410.2,410.499,,,,,Both,,,016_08
410.2,413.597,,,,,R,,,016_08
414.105,419.796,,,,,,,R,016_08
415.80400000000003,418.79900000000004,,,,,,,Both,016_08
427.601,429.595,,,,,,L,,016_08
428.5,429.595,,,,,,Both,,016_08
428.5,429.596,,,,,,R,,016_08
433.00199999999995,434.495,,,,,,L,,016_08
440.00199999999995,443.695,,,,,,,R,016_08
446.702,456.494,,,,,,,L,016_08
448.902,456.494,,,,,,,Both,016_08
448.902,457.29699999999997,,,,,,,R,016_08
460.8,461.394,,,,,,,R,016_08
470.9,472.898,,,,,L,,,016_08
475.903,480.095,,,,,,,R,016_08
489.305,491.397,,,,,,,R,016_08
508.504,521.698,,,,,,,R,016_08
515.803,520.5980000000001,,,,,,,Both,016_08
522.303,524.398,,,,,,L,,016_08
523.002,524.398,,,,,,Both,,016_08
523.002,525.895,,,,,,R,,016_08
524.701,525.895,,,,,Both,,,016_08
524.701,526.194,,,,,L,,,016_08
530.2040000000001,530.659,,,,,L,,,016_08
107.26799999999999,108.89,,,,,,,L,017_08
128.13,129.47899999999998,,,,,,,L,017_08
138.528,139.99,,,,,,,L,017_08
197.72099999999998,197.988,,,,,,L,,017_08
198.827,210.487,,,,,,L,,017_08
203.928,207.597,,,,,,,Both,017_08
212.10299999999998,212.771,,,,,,R,,017_08
215.03,222.58599999999998,,,,,,L,,017_08
231.22,232.891,,,,,L,,,017_08
232.12099999999998,232.891,,,,,,Both,,017_08
232.12099999999998,233.278,,,,,,R,,017_08
233.325,235.18900000000002,,,,,,L,,017_08
241.002,241.97,,,,,L,,,017_08
258.518,264.681,,,,,,,L,017_08
265.32,266.284,,,,,L,,,017_08
299.597,306.89,,,,,,,L,017_08
301.733,305.995,,,,,,,Both,017_08
366.38199999999995,368.889,,,,,,L,,017_08
370.414,374.785,,,,,,,L,017_08
456.205,458.889,,,,,L,,,017_08
479.01,490.597,,,,,,,L,017_08
482.001,484.39,,,,,,,Both,017_08
110.727,110.794,,,,,R,,,019_08
120.902,123.99799999999999,,,,,R,,,019_08
136.715,142.48,,,,,R,,,019_08
146.686,147.186,,,,,L,,,019_08
146.906,147.186,,,,,Both,,,019_08
146.906,149.076,,,,,R,,,019_08
153.072,155.174,,,,,R,,,019_08
164.43,165.295,,,,,R,,,019_08
171.71200000000002,173.86700000000002,,,,,R,,,019_08
177.899,181.886,,,,,R,,,019_08
179.72,181.886,,,,,,Both,,019_08
179.72,182.577,,,,,,L,,019_08
182.31599999999997,182.577,,,,,,Both,,019_08
182.31599999999997,187.976,,,,,,R,,019_08
190.425,196.275,,,,,,R,,019_08
210.72400000000002,210.977,,,,,,R,,019_08
212.085,214.672,,,,,R,,,019_08
212.28799999999998,214.672,,,,,,Both,,019_08
212.28799999999998,219.295,,,,,,L,,019_08
215.225,218.778,,,,,,,Both,019_08
219.112,221.37900000000002,,,,,,R,,019_08
221.91400000000002,230.06799999999998,,,,,,,R,019_08
226.72799999999998,227.697,,,,,Both,,,019_08
236.512,236.929,,,,,,,R,019_08
258.605,259.372,,,,,,,R,019_08
295.814,299.085,,,,,,,R,019_08
324.904,327.393,,,,,,,R,019_08
350.92900000000003,352.885,,,,,,,R,019_08
354.131,366.57099999999997,,,,,,,R,019_08
360.125,366.57099999999997,,,,,Both,,,019_08
360.125,368.76599999999996,,,,,L,,,019_08
375.61,379.788,,,,,,,R,019_08
412.191,433.796,,,,,,,R,019_08
415.1,415.86800000000005,,,,,,,Both,019_08
428.32,432.075,,,,,L,,,019_08
434.522,437.595,,,,,R,,,019_08
446.731,446.99800000000005,,,,,R,,,019_08
449.827,452.486,,,,,R,,,019_08
455.31800000000004,460.07599999999996,,,,,R,,,019_08
455.41900000000004,457.465,,,,,Both,,,019_08
497.60900000000004,501.77099999999996,,,,,R,,,019_08
503.776,506.275,,,,,,R,,019_08
517.011,520.65,,,,,,R,,019_08
51.26,53.28,,,,,L,,,020_08
57.67,58.46,,,,,,,L,020_08
59.03,60.68,,,,,,,L,020_08
81.38,82.83,,,,,,,L,020_08
88.97,91.14,,,,,,,L,020_08
190.79,192.12,,,,,L,,,020_08
195.08,195.8,,,,,L,,,020_08
206.36,211.12,,,,,,R,,020_08
211.535,214.325,,,,,,R,,020_08
217.94,219.61,,,,,,,L,020_08
221.01,223.79,,,,,,R,,020_08
227.14,228.88,,,,,,R,,020_08
232.56,233.38,,,,,,R,,020_08
235.885,237.135,,,,,,R,,020_08
274.365,280.345,,,,,R,,,020_08
281.52,283.71,,,,,,,R,020_08
287.1,289.62,,,,,R,,,020_08
298.83,303.94,,,,,,R,,020_08
305.17,307.61,,,,,,,R,020_08
312.31,314.62,,,,,,,R,020_08
318.34,321.51,,,,,,R,,020_08
359.31,364.73,,,,,L,,,020_08
370.62,371.96,,,,,,,L,020_08
375.24,376.2,,,,,,,L,020_08
382.355,383.195,,,,,L,,,020_08
392.58,395.53,,,,,L,,,020_08
399.51,404.77,,,,,L,,,020_08
406.325,409.965,,,,,L,,,020_08
412.095,413.045,,,,,L,,,020_08
415.846,416.26599999999996,,,,,L,,,020_08
107.31200000000001,108.49700000000001,,,,,R,,,021_08
113.221,115.667,,,,,L,,,021_08
115.412,115.667,,,,,Both,,,021_08
115.412,116.666,,,,,R,,,021_08
119.235,119.891,,,,,,,R,021_08
119.631,119.891,,,,,,,Both,021_08
119.631,122.29700000000001,,,,,,,L,021_08
121.32600000000001,122.29700000000001,,,,,,,Both,021_08
121.32600000000001,124.985,,,,,,,R,021_08
154.109,157.75,,,,,R,,,021_08
163.924,168.782,,,,,L,,,021_08
167.002,168.782,,,,,,Both,,021_08
167.002,171.486,,,,,,R,,021_08
169.12400000000002,170.03599999999997,,,,,,Both,,021_08
181.706,182.387,,,,,,R,,021_08
183.426,187.481,,,,,,L,,021_08
184.315,187.481,,,,,,Both,,021_08
184.315,189.59,,,,,,R,,021_08
205.144,208.475,,,,,,R,,021_08
206.324,207.092,,,,,,,Both,021_08
219.115,222.774,,,,,,,L,021_08
220.727,222.774,,,,,,,Both,021_08
220.727,223.89,,,,,,,R,021_08
226.03,231.273,,,,,,,R,021_08
226.56599999999997,230.071,,,,,,,Both,021_08
243.708,244.175,,,,,,,L,021_08
246.37099999999998,246.87099999999998,,,,,,,L,021_08
252.50799999999998,256.894,,,,,,,L,021_08
252.929,256.88,,,,,,,Both,021_08
280.263,286.07099999999997,,,,,,,R,021_08
280.83,285.87,,,,,,,Both,021_08
291.803,292.565,,,,,,,R,021_08
292.616,296.89799999999997,,,,,,,L,021_08
293.811,296.483,,,,,,,Both,021_08
307.91,312.885,,,,,,,R,021_08
309.9,312.885,,,,,,Both,,021_08
309.9,319.988,,,,,,L,,021_08
313.416,315.367,,,,,,Both,,021_08
316.683,319.305,,,,,,,R,021_08
319.721,321.26599999999996,,,,,,R,,021_08
324.473,326.999,,,,,,R,,021_08
325.42900000000003,326.999,,,,,,,Both,021_08
325.42900000000003,342.86699999999996,,,,,,,L,021_08
330.51599999999996,342.86699999999996,,,,,,,Both,021_08
330.51599999999996,343.098,,,,,,,R,021_08
371.329,383.265,,,,,,,R,021_08
387.51,389.38800000000003,,,,,,,R,021_08
390.227,396.767,,,,,,,L,021_08
393.517,396.767,,,,,,,Both,021_08
393.517,398.59,,,,,,,R,021_08
430.49800000000005,431.665,,,,,,,L,021_08
436.02,437.075,,,,,,R,,021_08
455.712,459.39599999999996,,,,,,R,,021_08
461.028,464.86800000000005,,,,,,L,,021_08
469.119,469.586,,,,,,L,,021_08
470.712,473.07,,,,,,L,,021_08
472.61300000000006,473.07,,,,,,Both,,021_08
472.61300000000006,476.298,,,,,,R,,021_08
484.10400000000004,484.371,,,,,,R,,021_08
484.61800000000005,485.577,,,,,,,R,021_08
485.61,486.404,,,,,L,,,021_08
498.835,499.589,,,,,L,,,021_08
500.086,501.167,,,,,,,R,021_08
531.5,532.497,,,,,R,,,021_08
106.811,107.073,,,,,R,,,022_08
113.199,120.39299999999999,,,,,,L,,022_08
117.321,120.39299999999999,,,,,,Both,,022_08
117.321,122.28399999999999,,,,,,R,,022_08
124.819,129.69799999999998,,,,,,R,,022_08
138.311,140.597,,,,,,L,,022_08
140.6,144.66899999999998,,,,,,R,,022_08
155.01,155.783,,,,,,,L,022_08
170.093,173.984,,,,,,,L,022_08
174.80700000000002,177.275,,,,,,L,,022_08
228.822,239.888,,,,,R,,,022_08
289.907,301.567,,,,,R,,,022_08
382.973,389.38300000000004,,,,,L,,,022_08
394.074,396.686,,,,,,L,,022_08
396.31199999999995,396.686,,,,,,Both,,022_08
396.31199999999995,397.976,,,,,,R,,022_08
402.005,403.796,,,,,,,R,022_08
404.48800000000006,411.784,,,,,,,R,022_08
405.32099999999997,405.455,,,,,Both,,,022_08
417.825,421.774,,,,,,R,,022_08
453.19,454.885,,,,,,R,,022_08
473.51599999999996,474.097,,,,,,R,,022_08
475.594,478.06699999999995,,,,,,,R,022_08
477.2,478.06699999999995,,,,,,,Both,022_08
477.2,479.786,,,,,,,L,022_08
36.361,36.898,,,,,R,,,024_08
40.400999999999996,41.994,,,,,R,,,024_08
41.803000000000004,41.994,,,,,Both,,,024_08
41.803000000000004,57.099,,,,,L,,,024_08
188.105,192.295,,,,,,,R,024_08
194.203,198.097,,,,,R,,,024_08
216.90400000000002,220.997,,,,,,,L,024_08
221.101,223.995,,,,,R,,,024_08
225.703,228.399,,,,,,,L,024_08
226.303,228.399,,,,,,,Both,024_08
226.303,244.597,,,,,,,R,024_08
232.503,244.597,,,,,,,Both,024_08
232.503,245.09599999999998,,,,,,,L,024_08
279.001,302.198,,,,,,,R,024_08
301.803,302.198,,,,,,,Both,024_08
301.803,309.498,,,,,,,L,024_08
302.8,308.698,,,,,,Both,,024_08
309.204,310.694,,,,,,,R,024_08
319.305,322.994,,,,,,L,,024_08
339.30199999999996,340.89599999999996,,,,,,R,,024_08
346.8,347.395,,,,,,R,,024_08
404.80400000000003,405.49800000000005,,,,,,L,,024_08
405.70300000000003,408.594,,,,,,R,,024_08
406.00199999999995,406.898,,,,,Both,,,024_08
432.704,443.99699999999996,,,,,R,,,024_08
434.3,442.39599999999996,,,,,Both,,,024_08
449.70300000000003,457.99699999999996,,,,,R,,,024_08
106.027,110.992,,,,,,,R,025_08
112.52600000000001,113.195,,,,,L,,,025_08
112.708,113.195,,,,,Both,,,025_08
112.708,114.571,,,,,R,,,025_08
116.729,127.07700000000001,,,,,,,R,025_08
118.829,124.19200000000001,,,,,,,Both,025_08
143.131,145.969,,,,,R,,,025_08
144.72299999999998,145.969,,,,,Both,,,025_08
144.72299999999998,152.084,,,,,L,,,025_08
151.624,152.084,,,,,Both,,,025_08
151.624,153.68200000000002,,,,,R,,,025_08
157.079,164.981,,,,,,,R,025_08
167.59900000000002,169.574,,,,,L,,,025_08
170.403,170.97099999999998,,,,,R,,,025_08
172.005,172.271,,,,,R,,,025_08
175.105,175.27,,,,,R,,,025_08
189.58,191.06799999999998,,,,,R,,,025_08
191.024,191.06799999999998,,,,,,Both,,025_08
191.024,203.484,,,,,,L,,025_08
192.827,201.99599999999998,,,,,,Both,,025_08
202.42,204.39,,,,,,,R,025_08
204.018,204.39,,,,,,,Both,025_08
204.018,205.486,,,,,,,L,025_08
205.828,206.295,,,,,,R,,025_08
210.22400000000002,211.392,,,,,,R,,025_08
210.315,211.392,,,,,,Both,,025_08
210.315,211.68099999999998,,,,,,L,,025_08
215.52599999999998,216.19299999999998,,,,,,,L,025_08
216.38400000000001,217.185,,,,,,R,,025_08
216.827,217.185,,,,,,Both,,025_08
216.827,218.17700000000002,,,,,,L,,025_08
220.929,223.09900000000002,,,,,,,L,025_08
222.407,223.09900000000002,,,,,,,Both,025_08
222.407,232.798,,,,,,,R,025_08
242.725,243.69299999999998,,,,,,,R,025_08
243.702,244.49200000000002,,,,,L,,,025_08
250.285,251.06900000000002,,,,,L,,,025_08
250.81400000000002,251.06900000000002,,,,,Both,,,025_08
250.81400000000002,252.668,,,,,R,,,025_08
259.914,260.08099999999996,,,,,R,,,025_08
262.686,263.089,,,,,R,,,025_08
271.687,272.28700000000003,,,,,R,,,025_08
277.312,279.66900000000004,,,,,L,,,025_08
278.332,279.66900000000004,,,,,Both,,,025_08
278.332,281.16700000000003,,,,,R,,,025_08
283.921,290.59,,,,,R,,,025_08
284.122,287.375,,,,,Both,,,025_08
297.289,298.983,,,,,L,,,025_08
297.928,298.983,,,,,Both,,,025_08
297.928,303.068,,,,,R,,,025_08
303.625,305.692,,,,,,,R,025_08
310.681,311.983,,,,,,,R,025_08
321.61,332.851,,,,,,L,,025_08
323.5,332.78,,,,,,Both,,025_08
336.00800000000004,336.394,,,,,R,,,025_08
336.205,336.394,,,,,Both,,,025_08
336.205,339.865,,,,,L,,,025_08
341.286,343.986,,,,,,,R,025_08
341.325,343.069,,,,,,Both,,025_08
346.83,351.191,,,,,L,,,025_08
379.46,382.07099999999997,,,,,R,,,025_08
391.211,392.091,,,,,L,,,025_08
391.319,392.091,,,,,Both,,,025_08
391.319,393.981,,,,,R,,,025_08
396.414,410.181,,,,,R,,,025_08
397.12,399.472,,,,,,Both,,025_08
402.212,409.284,,,,,,L,,025_08
410.18699999999995,413.68300000000005,,,,,L,,,025_08
415.597,416.204,,,,,,R,,025_08
415.82599999999996,416.204,,,,,,Both,,025_08
415.82599999999996,441.995,,,,,,L,,025_08
417.30800000000005,429.366,,,,,,,Both,025_08
441.80199999999996,443.26800000000003,,,,,,R,,025_08
446.903,450.689,,,,,L,,,025_08
447.565,450.594,,,,,,,Both,025_08
453.92800000000005,455.967,,,,,,,R,025_08
455.408,455.967,,,,,,,Both,025_08
455.408,459.18,,,,,,,L,025_08
462.023,471.084,,,,,R,,,025_08
464.12699999999995,471.084,,,,,Both,,,025_08
464.12699999999995,471.585,,,,,L,,,025_08
498.909,501.49699999999996,,,,,,R,,025_08
511.408,511.541,,,,,,,R,025_08
164.76,167.7,,,,,,,R,026_08
182.11,185.71,,,,,,R,,026_08
183.065,185.71,,,,,,,Both,026_08
183.065,186.435,,,,,,,L,026_08
186.115,186.435,,,,,,,Both,026_08
186.115,187.645,,,,,,,R,026_08
207.725,210.915,,,,,,R,,026_08
208.675,210.715,,,,,,Both,,026_08
215.84,219.62,,,,,R,,,026_08
241.26,242.52,,,,,,R,,026_08
243.345,246.895,,,,,R,,,026_08
244.9,246.533,,,,,Both,,,026_08
247.55,256.95,,,,,,R,,026_08
248.785,256.95,,,,,,Both,,026_08
248.785,257.195,,,,,,L,,026_08
257.57,258.81,,,,,R,,,026_08
258.355,258.81,,,,,Both,,,026_08
258.355,259.865,,,,,L,,,026_08
261.51,262.61,,,,,,,R,026_08
281.455,285.425,,,,,L,,,026_08
281.46,285.425,,,,,Both,,,026_08
281.46,286.1,,,,,R,,,026_08
287.44,289.21,,,,,,,R,026_08
289.76,291.55,,,,,,R,,026_08
292.52,293.24,,,,,,,R,026_08
308.125,308.915,,,,,R,,,026_08
308.14,308.9,,,,,Both,,,026_08
309.375,310.515,,,,,,R,,026_08
309.68,310.515,,,,,,Both,,026_08
309.68,313.25,,,,,,L,,026_08
311.93,313.25,,,,,,,Both,026_08
311.93,315.1,,,,,,,R,026_08
317.37,321.81,,,,,R,,,026_08
321.705,321.81,,,,,Both,,,026_08
321.705,324.145,,,,,L,,,026_08
330.42,333.2,,,,,,R,,026_08
352.1,354.11,,,,,,,R,026_08
354.88,358.53,,,,,R,,,026_08
359.83,361.43,,,,,,,R,026_08
379.29,380.13300000000004,,,,,,,R,026_08
381.19,383.07,,,,,R,,,026_08
383.41,384.31,,,,,,,R,026_08
396.555,398.055,,,,,R,,,026_08
401.92,403.69,,,,,,,R,026_08
404.81,412.35,,,,,,,R,026_08
412.87,414.83,,,,,R,,,026_08
415.31,418.83,,,,,,,R,026_08
416.025,418.135,,,,,,,Both,026_08
418.505,424.005,,,,,,,L,026_08
419.4,421.21,,,,,Both,,,026_08
421.84,424.0,,,,,,,R,026_08
444.335,446.305,,,,,,,R,026_08
446.745,462.125,,,,,R,,,026_08
465.81,468.26,,,,,R,,,026_08
480.47,490.53,,,,,,,R,026_08
482.965,488.725,,,,,,,Both,026_08
493.22,501.59,,,,,R,,,026_08
502.55,511.86,,,,,R,,,026_08
518.11,521.06,,,,,R,,,026_08
518.86,521.06,,,,,,Both,,026_08
518.86,527.93,,,,,,L,,026_08
522.77,524.71,,,,,,Both,,026_08
525.32,533.2,,,,,,R,,026_08
531.215,533.2,,,,,,,Both,026_08
531.215,533.425,,,,,,,L,026_08
560.29,562.94,,,,,,R,,026_08
570.585,573.325,,,,,,,R,026_08
129.82399999999998,131.77,,,,,,,L,027_08
129.82399999999998,136.80700000000002,,,,,,,R,027_08
137.02200000000002,137.627,,,,,R,,,027_08
138.708,138.774,,,,,L,,,027_08
139.571,139.67,,,,,R,,,027_08
142.903,143.905,,,,,R,,,027_08
146.489,146.589,,,,,R,,,027_08
148.175,148.409,,,,,R,,,027_08
149.697,150.639,,,,,L,,,027_08
151.164,151.264,,,,,R,,,027_08
157.138,158.006,,,,,R,,,027_08
160.504,160.737,,,,,R,,,027_08
161.07,161.33700000000002,,,,,L,,,027_08
162.055,162.322,,,,,R,,,027_08
164.822,172.75400000000002,,,,,R,,,027_08
175.58700000000002,175.72099999999998,,,,,,,R,027_08
176.37400000000002,180.912,,,,,,R,,027_08
177.685,180.912,,,,,,Both,,027_08
177.685,180.92,,,,,,L,,027_08
182.988,192.385,,,,,,R,,027_08
186.15099999999998,187.435,,,,,,Both,,027_08
192.89700000000002,210.03599999999997,,,,,,,R,027_08
195.929,203.695,,,,,,,Both,027_08
205.99099999999999,207.02599999999998,,,,,,,L,027_08
210.03599999999997,210.046,,,,,,,R,027_08
227.09599999999998,232.31099999999998,,,,,,,R,027_08
232.68400000000003,236.537,,,,,,R,,027_08
236.737,238.205,,,,,,,R,027_08
248.051,249.06799999999998,,,,,,L,,027_08
252.768,254.75799999999998,,,,,,R,,027_08
