index,Begin,End,m,i,a,Mom Actions,File
939,182.195,182.197,,,,Momgrab,028_07
940,185.649,186.78799999999998,,L,,,028_07
941,188.74,188.90900000000002,,,L,,028_07
942,188.90900000000002,205.394,,,Both,,028_07
942,205.394,211.826,,,R,,028_07
943,211.826,224.092,,,Both,,028_07
,224.092,278.395,,,R,,028_07
944,250.709,257.599,,,L,,028_07
945,272.702,281.688,,,L,,028_07
946,280.015,293.77099999999996,,,R,,028_07
947,292.605,293.77099999999996,,,,Momgrab,028_07
946,293.77099999999996,281.688,,,Both,,028_07
947,293.77099999999996,293.791,,,,Momgrab,028_07
948,297.316,297.322,,,,Momforce,028_07
949,297.322,298.66900000000004,Both,,,,028_07
950,297.828,313.373,Both,,,,028_07
949,298.66900000000004,297.828,R,,,,028_07
,313.373,397.791,R,,,,028_07
951,314.51099999999997,333.286,L,,,,028_07
952,342.01199999999994,380.478,L,,,,028_07
953,381.631,382.29699999999997,L,,,,028_07
954,385.024,397.88199999999995,L,,,,028_07
955,399.158,399.32,R,,,,028_07
956,399.32,399.834,Both,,,,028_07
,399.834,445.472,R,,,,028_07
957,403.439,437.89300000000003,L,,,,028_07
958,444.608,445.505,,,,Momgrab,028_07
959,457.13300000000004,457.70099999999996,,L,,,028_07
960,457.70099999999996,459.175,,Both,,,028_07
960,459.175,461.57199999999995,,R,,,028_07
961,463.4,464.801,,R,,,028_07
962,464.801,465.673,,Both,,,028_07
962,465.673,467.18,,L,,,028_07
963,470.028,470.704,,L,,,028_07
964,470.704,472.37699999999995,,Both,,,028_07
,472.37699999999995,472.67,,L,,,028_07
965,473.11199999999997,477.899,,L,,,028_07
966,477.899,478.668,,,,Momgrab,028_07
966,478.668,478.7,,,,Momgrab,028_07
967,491.148,496.277,,L,,,028_07
968,501.12699999999995,505.29400000000004,L,,,,028_07
969,505.00699999999995,505.409,,,,Momgrab,028_07
969,505.409,505.29400000000004,,,,Momgrab,028_07
970,506.31800000000004,509.99199999999996,L,,,,028_07
971,510.80800000000005,511.0,L,,,,028_07
972,511.0,511.68300000000005,,,,Momgrab,028_07
972,511.68300000000005,511.727,,,,Momgrab,028_07
973,513.931,516.316,L,,,,028_07
974,516.316,527.872,Both,,,,028_07
974,527.872,528.177,R,,,,028_07
975,528.764,530.707,L,,,,028_07
976,530.707,546.294,Both,,,,028_07
976,546.294,547.47,R,,,,028_07
977,550.462,550.5319999999999,L,,,,028_07
978,550.5319999999999,551.785,,,,Momforce,028_07
,551.785,553.396,L,,,,028_07
979,558.9019999999999,559.452,,,R,,028_07
980,559.452,566.118,,,Both,,028_07
981,120.945,124.069,,L,,,029_07
983,122.40100000000001,124.29899999999999,,Both,,,029_07
982,124.069,124.999,,,,Momforce,029_07
,124.29899999999999,124.999,,,,Momforce,029_07
984,131.001,132.997,,,,Momforce,029_07
985,134.40200000000002,135.69,,,,Momgrab,029_07
986,151.40200000000002,155.59799999999998,,L,,,029_07
987,163.30200000000002,163.30700000000002,,,R,,029_07
988,163.30700000000002,167.795,,,Both,,029_07
,167.795,182.998,,,R,,029_07
989,172.50099999999998,181.39700000000002,,,L,,029_07
990,186.102,189.19400000000002,,,L,,029_07
991,189.19400000000002,189.798,,,R,,029_07
992,191.105,192.202,,,L,,029_07
993,192.202,203.796,,,Both,,029_07
,203.796,207.293,,,L,,029_07
995,213.5,222.39700000000002,R,,,,029_07
994,222.39700000000002,215.39700000000002,,,,Momforce,029_07
996,223.204,228.197,,L,,,029_07
997,261.2,262.894,,,,Momforce,029_07
998,262.894,263.802,,L,,,029_07
999,263.802,266.197,,Both,,,029_07
999,266.197,266.694,,R,,,029_07
1000,272.402,276.694,,,L,,029_07
1001,291.005,296.79900000000004,L,,,,029_07
1002,313.605,313.695,,,L,,029_07
1003,317.405,319.795,,,,Momforce,029_07
1005,318.509,319.798,Both,,,,029_07
1004,319.795,318.509,L,,,,029_07
1005,319.798,324.596,R,,,,029_07
1006,321.402,327.69699999999995,L,,,,029_07
1007,326.503,327.69699999999995,,,,Momgrab,029_07
1006,327.69699999999995,324.596,Both,,,,029_07
1007,327.69699999999995,327.702,,,,Momgrab,029_07
1008,339.00300000000004,339.79400000000004,,,,Momforce,029_07
1010,339.603,343.194,Both,,,,029_07
1009,339.79400000000004,339.603,L,,,,029_07
1010,343.194,348.29900000000004,R,,,,029_07
1011,354.80400000000003,355.30199999999996,,,,Momforce,029_07
1012,355.30199999999996,355.395,Both,,,,029_07
1012,355.395,355.89599999999996,R,,,,029_07
1013,355.89599999999996,360.897,L,,,,029_07
1014,365.401,367.595,,,,Momforce,029_07
1015,369.30300000000005,369.69699999999995,,,R,,029_07
1016,371.902,373.594,,,,Momforce,029_07
1017,372.30300000000005,375.798,,,R,,029_07
1018,373.8,375.798,,,Both,,029_07
1017,375.798,373.594,,,Both,,029_07
1018,375.798,377.404,,,L,,029_07
1019,377.404,378.082,,,Both,,029_07
,378.082,387.598,,,L,,029_07
1020,379.116,390.405,,,R,,029_07
1021,390.405,398.798,,,Both,,029_07
1021,398.798,401.305,,,L,,029_07
1022,401.305,403.897,,,Both,,029_07
,403.897,410.49800000000005,,,L,,029_07
1023,407.205,413.805,,,R,,029_07
1024,413.805,414.901,,,,Momgrab,029_07
1025,414.901,414.999,,,Both,,029_07
,414.999,418.699,,,R,,029_07
1025,414.999,419.099,,,L,,029_07
1026,424.70300000000003,424.905,,,L,,029_07
1027,424.905,430.495,,,Both,,029_07
,430.495,431.29900000000004,,,L,,029_07
1028,92.902,101.59200000000001,,,R,,030_07
1029,101.902,111.40100000000001,,,L,,030_07
1030,105.803,111.39399999999999,,,Both,,030_07
,111.39399999999999,111.40100000000001,,,L,,030_07
1031,112.4,112.99600000000001,,,R,,030_07
1032,113.311,114.40299999999999,,,L,,030_07
1033,114.40299999999999,119.999,,,Both,,030_07
1033,119.999,127.89399999999999,,,R,,030_07
1034,122.802,129.998,,,L,,030_07
1034,129.998,127.89399999999999,,,Both,,030_07
1035,130.101,130.601,R,,,,030_07
1036,130.601,132.497,Both,,,,030_07
1036,132.497,134.404,L,,,,030_07
1037,135.102,137.703,,,L,,030_07
1038,137.703,146.395,Both,,,,030_07
,146.395,146.399,,,L,,030_07
1039,148.502,151.194,,,L,,030_07
1040,150.804,157.095,R,,,,030_07
1041,151.30200000000002,154.999,Both,,,,030_07
1043,155.2,160.096,,,L,,030_07
1040,157.095,151.194,Both,,,,030_07
1044,160.705,167.995,R,,,,030_07
1045,168.801,169.89,,,L,,030_07
1046,170.90200000000002,171.305,,,R,,030_07
1047,171.305,174.482,,,Both,,030_07
,174.482,175.09400000000002,,,R,,030_07
1048,177.903,178.40099999999998,,L,,,030_07
1049,178.40099999999998,178.59599999999998,,Both,,,030_07
1049,178.59599999999998,179.90400000000002,,R,,,030_07
1050,179.90400000000002,181.998,Both,,,,030_07
,181.998,212.388,,R,,,030_07
1051,212.60299999999998,216.295,,,R,,030_07
1052,218.3,218.958,,L,,,030_07
1053,218.958,220.19299999999998,,,Both,,030_07
1053,220.19299999999998,230.91,,,R,,030_07
1054,230.91,231.486,,Both,,,030_07
,231.486,236.58900000000003,,,R,,030_07
1055,238.601,243.602,,,L,,030_07
1056,243.602,251.49400000000003,,,Both,,030_07
1056,251.49400000000003,253.195,,,R,,030_07
1057,255.709,264.394,,R,,,030_07
1058,265.302,267.295,,,R,,030_07
1059,270.51099999999997,271.005,,,L,,030_07
1060,271.005,276.394,,,Both,,030_07
1060,276.394,276.599,,,R,,030_07
1061,277.705,279.099,,R,,,030_07
1062,282.31,291.01,L,,,,030_07
1063,291.01,319.798,,Both,,,030_07
,319.798,320.392,L,,,,030_07
1064,322.106,327.99699999999996,L,,,,030_07
1065,328.401,340.69199999999995,,,L,,030_07
1066,341.80199999999996,341.806,,,L,,030_07
1067,341.806,351.69800000000004,,,Both,,030_07
1067,351.69800000000004,351.705,,,R,,030_07
1068,354.902,354.911,,,R,,030_07
1069,354.911,356.699,,,Both,,030_07
1069,356.699,357.889,,,L,,030_07
1070,358.105,359.705,L,,,,030_07
1071,359.705,359.79699999999997,,,Both,,030_07
1071,359.79699999999997,370.496,,,R,,030_07
1072,360.61,370.79900000000004,,,L,,030_07
1072,370.79900000000004,370.496,,,Both,,030_07
1073,371.504,373.593,L,,,,030_07
1074,374.00300000000004,381.798,,,R,,030_07
1075,381.798,384.699,,,L,,030_07
1076,385.605,387.4,L,,,,030_07
1077,387.4,389.199,,,Both,,030_07
1077,389.199,389.301,,,R,,030_07
1078,389.301,398.098,,,Both,,030_07
,398.098,398.496,,,R,,030_07
1079,399.408,400.905,,R,,,030_07
1080,400.905,401.798,Both,,,,030_07
,401.798,430.095,,R,,,030_07
1081,402.805,406.69699999999995,,L,,,030_07
1082,412.402,434.597,,L,,,030_07
1083,434.80300000000005,435.695,L,,,,030_07
1084,437.801,437.903,,R,,,030_07
1085,437.903,438.39599999999996,,Both,,,030_07
1085,438.39599999999996,438.594,,L,,,030_07
1086,438.70099999999996,443.0,,,R,,030_07
1087,443.0,452.495,,Both,,,030_07
,452.495,457.099,,,R,,030_07
1088,458.405,465.99300000000005,,,L,,030_07
1089,84.315,91.095,,L,,,035_07
1090,91.095,93.59700000000001,R,,,,035_07
1091,96.001,99.501,R,,,,035_07
1092,99.501,105.396,,Both,,,035_07
,105.396,119.197,R,,,,035_07
1093,112.103,112.29799999999999,,L,,,035_07
1094,117.601,121.803,L,,,,035_07
1095,121.803,122.697,Both,,,,035_07
1095,122.697,125.396,R,,,,035_07
1096,125.001,126.595,L,,,,035_07
1096,126.595,125.396,Both,,,,035_07
1097,129.898,133.903,R,,,,035_07
1098,136.3,139.695,,,R,,035_07
1099,141.004,141.595,,,L,,035_07
1100,144.60399999999998,146.701,,L,,,035_07
1101,146.701,148.89600000000002,,,Both,,035_07
,148.89600000000002,149.19899999999998,,L,,,035_07
1102,149.804,150.096,,,L,,035_07
1103,151.20600000000002,155.195,,,R,,035_07
1104,155.703,155.89600000000002,,L,,,035_07
1105,156.101,156.692,,,L,,035_07
1106,156.601,157.395,,,R,,035_07
1106,157.395,156.692,,,Both,,035_07
1107,158.0,158.704,,,L,,035_07
1108,158.704,162.09799999999998,,,Both,,035_07
,162.09799999999998,176.597,,,L,,035_07
1109,175.702,180.69799999999998,,,R,,035_07
1110,187.104,187.704,,,R,,035_07
1111,187.704,188.19400000000002,,,Both,,035_07
1111,188.19400000000002,190.80200000000002,,,L,,035_07
1112,190.80200000000002,192.195,,,Both,,035_07
,192.195,195.794,,,L,,035_07
1113,195.0,201.898,,,R,,035_07
1114,199.204,205.09400000000002,,,L,,035_07
1115,204.704,205.09400000000002,Both,,,,035_07
1114,205.09400000000002,201.898,,,Both,,035_07
1115,205.09400000000002,211.003,R,,,,035_07
1116,211.003,216.398,Both,,,,035_07
1116,216.398,221.59799999999998,L,,,,035_07
1117,222.403,225.299,R,,,,035_07
1118,228.804,231.295,L,,,,035_07
1119,232.10299999999998,238.399,R,,,,035_07
1120,240.801,242.699,,,R,,035_07
1121,244.10299999999998,246.702,,,R,,035_07
1122,246.702,249.497,,,Both,,035_07
1122,249.497,252.59799999999998,,,L,,035_07
1123,253.601,257.097,,,R,,035_07
1124,258.001,263.303,,,L,,035_07
1125,263.303,265.79900000000004,,,Both,,035_07
1125,265.79900000000004,268.095,,,R,,035_07
1126,269.4,275.897,,,L,,035_07
1127,277.70099999999996,280.998,,,R,,035_07
1128,282.601,282.89599999999996,,,R,,035_07
1129,285.202,287.996,,,L,,035_07
1130,288.003,289.001,,,R,,035_07
1131,289.001,294.597,,,Both,,035_07
,294.597,296.596,,,R,,035_07
1132,296.10400000000004,305.297,,,L,,035_07
1133,311.509,312.895,,,L,,035_07
1134,313.004,315.204,,R,,,035_07
1135,315.204,319.897,,,Both,,035_07
1135,319.897,320.598,,,L,,035_07
1136,321.3,323.166,,,R,,035_07
1137,324.404,325.60400000000004,,,R,,035_07
1138,325.60400000000004,329.398,,Both,,,035_07
,329.398,330.19699999999995,,,R,,035_07
1139,329.9,332.999,,,L,,035_07
1140,334.601,339.301,,,R,,035_07
1141,339.301,341.99699999999996,,,Both,,035_07
1141,341.99699999999996,343.101,,,L,,035_07
1142,343.101,344.395,,,Both,,035_07
,344.395,344.699,,,L,,035_07
1143,349.30300000000005,349.499,,,R,,035_07
1144,352.202,354.902,R,,,,035_07
1145,354.902,357.095,,,Both,,035_07
1145,357.095,358.096,,,L,,035_07
1146,359.702,368.50300000000004,,,R,,035_07
1148,368.50300000000004,370.899,,,R,,035_07
1149,376.1,377.0,,L,,,035_07
1150,377.0,381.898,,,Both,,035_07
1150,381.898,384.691,,,R,,035_07
1151,390.30199999999996,391.80400000000003,,,L,,035_07
1152,391.80400000000003,395.79699999999997,,,Both,,035_07
1152,395.79699999999997,396.397,,,R,,035_07
1153,401.00199999999995,405.835,,,L,,035_07
1154,111.007,151.29399999999998,R,,,,036_07
1155,151.29399999999998,151.895,L,,,,036_07
1156,155.8,171.797,,,R,,036_07
1157,181.50400000000002,182.203,,R,,,036_07
1158,182.203,209.097,,Both,,,036_07
,209.097,219.899,,R,,,036_07
1159,215.703,220.29,,L,,,036_07
1160,223.40599999999998,225.61700000000002,,,R,,036_07
1161,225.61700000000002,229.399,,,Both,,036_07
,229.399,237.299,,,R,,036_07
1162,240.7,243.304,,L,,,036_07
1163,243.304,254.09599999999998,,Both,,,036_07
,254.09599999999998,255.398,,L,,,036_07
1164,259.3,261.41,R,,,,036_07
1165,261.41,270.389,Both,,,,036_07
,270.389,271.39799999999997,R,,,,036_07
1166,279.803,283.89799999999997,,,L,,036_07
1167,280.10200000000003,284.095,,,R,,036_07
1167,284.095,283.89799999999997,,,Both,,036_07
1168,302.3,303.105,,,R,,036_07
1169,303.105,324.297,,,Both,,036_07
1169,324.297,334.30800000000005,,,L,,036_07
1170,334.30800000000005,349.399,,,Both,,036_07
,349.399,351.999,,,L,,036_07
1171,355.30400000000003,359.103,R,,,,036_07
1172,359.103,399.89,Both,,,,036_07
,399.89,413.796,R,,,,036_07
1173,406.4,408.597,L,,,,036_07
1174,419.50199999999995,420.801,,R,,,036_07
1175,420.801,423.99800000000005,,Both,,,036_07
,423.99800000000005,445.094,,R,,,036_07
1176,424.806,436.999,L,,,,036_07
1177,437.202,454.79699999999997,,L,,,036_07
1178,472.6,474.635,L,,,,036_07
1179,128.007,133.499,,,L,,037_07
1180,134.905,147.197,,,L,,037_07
1181,136.10299999999998,137.298,,,Both,,037_07
,137.298,147.197,,,L,,037_07
1182,141.40200000000002,147.19899999999998,,,R,,037_07
1183,153.003,156.605,L,,,,037_07
1184,156.605,158.89600000000002,Both,,,,037_07
,158.89600000000002,159.399,L,,,,037_07
1185,161.501,170.301,,,L,,037_07
1186,170.301,173.895,,,Both,,037_07
1186,173.895,174.699,,,R,,037_07
1187,179.201,180.90099999999998,,,L,,037_07
1188,180.90099999999998,183.195,,,Both,,037_07
1188,183.195,183.296,,,R,,037_07
1189,194.703,196.304,,L,,,037_07
1190,196.304,197.19799999999998,,Both,,,037_07
1190,197.19799999999998,199.09900000000002,,R,,,037_07
1191,207.111,208.703,,,L,,037_07
1192,208.703,216.298,,,Both,,037_07
,216.298,216.495,,,L,,037_07
1193,219.905,222.995,L,,,,037_07
1194,246.50099999999998,249.00099999999998,L,,,,037_07
1195,249.00099999999998,254.19799999999998,Both,,,,037_07
1195,254.19799999999998,255.50099999999998,R,,,,037_07
1196,255.50099999999998,256.295,Both,,,,037_07
1196,256.295,257.195,L,,,,037_07
1197,259.601,260.205,L,,,,037_07
1198,260.205,267.197,Both,,,,037_07
,267.197,267.796,L,,,,037_07
1199,289.30400000000003,290.996,,R,,,037_07
1200,301.101,305.69599999999997,,L,,,037_07
1201,311.902,313.595,,R,,,037_07
1202,319.8,321.901,L,,,,037_07
1203,321.901,328.593,Both,,,,037_07
1203,328.593,329.798,R,,,,037_07
1204,360.801,361.404,,,L,,037_07
1205,361.404,365.399,,,Both,,037_07
,365.399,372.89599999999996,,,L,,037_07
1206,366.605,372.899,,,R,,037_07
1207,373.901,374.699,,L,,,037_07
1208,379.4,380.20099999999996,,,L,,037_07
1209,380.20099999999996,382.79400000000004,,,Both,,037_07
,382.79400000000004,385.49699999999996,,,L,,037_07
1210,384.501,388.301,,,R,,037_07
1211,388.301,401.606,,,Both,,037_07
,389.903,397.69699999999995,,,R,,037_07
1213,399.4,401.19800000000004,,,Both,,037_07
1214,407.603,409.60400000000004,,L,,,037_07
1215,409.60400000000004,410.798,,Both,,,037_07
1215,410.798,411.494,,R,,,037_07
1216,418.904,420.298,L,,,,037_07
1217,426.601,437.19800000000004,,,L,,037_07
1218,437.19800000000004,438.695,,,R,,037_07
1219,445.605,446.30400000000003,,,R,,037_07
1220,446.30400000000003,458.695,,,Both,,037_07
,458.695,459.097,,,R,,037_07
1221,464.305,466.4,L,,,,037_07
1222,466.4,468.096,Both,,,,037_07
,468.096,468.395,L,,,,037_07
1223,57.908,58.434,,R,,,038_07
1224,71.5,81.98899999999999,,L,,,038_07
1225,77.743,79.197,,Both,,,038_07
,79.197,81.98899999999999,,L,,,038_07
1226,80.007,82.79700000000001,,R,,,038_07
1227,82.79700000000001,83.37,,,,Momgrab,038_07
1227,83.37,83.42399999999999,,,,Momgrab,038_07
1228,83.50299999999999,86.84700000000001,,,L,,038_07
1229,89.70299999999999,94.60799999999999,,,L,,038_07
1230,94.60799999999999,94.815,,,,Momforce,038_07
1231,94.815,95.85600000000001,,,Both,,038_07
,95.85600000000001,98.973,,,L,,038_07
1231,95.85600000000001,100.984,,,R,,038_07
1232,100.984,102.596,,,,Momgrab,038_07
,102.596,167.476,,,R,,038_07
1233,111.525,113.76899999999999,,L,,,038_07
1234,116.958,118.391,,,,Momgrab,038_07
1235,129.97299999999998,132.987,,,,Momgrab,038_07
1236,146.732,151.721,,,L,,038_07
1237,151.721,151.975,,,,Momgrab,038_07
1237,151.975,152.109,,,,Momgrab,038_07
1238,156.11700000000002,160.334,,,L,,038_07
1239,162.343,164.613,,,L,,038_07
1240,164.613,165.888,,,,Momgrab,038_07
,165.888,173.81599999999997,,,L,,038_07
1241,171.701,172.21599999999998,,,,Momforce,038_07
1242,172.21599999999998,173.38299999999998,Both,,,,038_07
1242,173.38299999999998,173.41299999999998,R,,,,038_07
1243,173.41299999999998,173.81599999999997,,,,Momgrab,038_07
,173.81599999999997,183.09799999999998,R,,,,038_07
1244,181.02599999999998,194.90400000000002,L,,,,038_07
1245,185.797,209.301,R,,,,038_07
1246,201.62599999999998,202.245,Both,,,,038_07
1247,206.27200000000002,218.21900000000002,L,,,,038_07
1245,209.301,194.90400000000002,Both,,,,038_07
1248,218.21900000000002,221.31099999999998,Both,,,,038_07
,221.31099999999998,280.10200000000003,L,,,,038_07
1249,224.02599999999998,230.298,R,,,,038_07
1250,242.418,244.003,R,,,,038_07
1251,244.003,245.58700000000002,,,,Momgrab,038_07
,245.58700000000002,248.41299999999998,R,,,,038_07
1252,253.1,253.106,,,,Momgrab,038_07
1253,253.106,254.97400000000002,Both,,,,038_07
1253,254.97400000000002,255.922,R,,,,038_07
1254,255.922,256.79200000000003,,,,Momgrab,038_07
,256.79200000000003,264.507,R,,,,038_07
1255,270.98900000000003,276.913,R,,,,038_07
1256,276.913,281.57,,,,Momgrab,038_07
,281.57,288.14099999999996,R,,,,038_07
1257,283.931,288.14599999999996,,,,Momgrab,038_07
1258,294.332,303.325,L,,,,038_07
1259,303.325,304.868,,,,Momgrab,038_07
1259,304.868,304.9,,,,Momgrab,038_07
1260,337.543,337.88699999999994,,,,Momforce,038_07
1261,337.63599999999997,338.909,,,R,,038_07
1261,338.909,337.88699999999994,,,Both,,038_07
1262,361.71,361.711,,,,Momforce,038_07
1263,361.711,362.71,,,Both,,038_07
1263,362.71,367.235,,,L,,038_07
1264,367.235,377.61,,,Both,,038_07
,377.61,389.385,,,L,,038_07
1265,378.89599999999996,388.662,,,R,,038_07
1266,386.85699999999997,389.385,,,,Momgrab,038_07
1266,389.385,388.662,,,,Momgrab,038_07
1267,391.07599999999996,394.574,,,L,,038_07
1268,391.209,394.59,,,R,,038_07
1268,394.59,394.574,,,Both,,038_07
1269,395.316,395.494,,,L,,038_07
1270,401.92199999999997,403.463,,L,,,038_07
1271,403.463,407.959,,Both,,,038_07
,407.959,439.017,,L,,,038_07
1272,410.01,410.5,,R,,,038_07
1273,410.5,412.606,,,,Momgrab,038_07
,412.606,415.981,,R,,,038_07
1274,417.005,419.585,,R,,,038_07
1275,419.529,423.41,,,,Momgrab,038_07
1276,423.026,434.41,,R,,,038_07
1275,423.41,419.585,,,,Momgrab,038_07
1277,428.49800000000005,431.471,,,,Momgrab,038_07
1278,432.85699999999997,439.01199999999994,,,,Momgrab,038_07
1276,434.41,423.41,,Both,,,038_07
1279,450.286,451.51300000000003,,,,Momforce,038_07
1280,451.51300000000003,451.76,,Both,,,038_07
1280,451.76,451.913,,L,,,038_07
1281,451.913,454.027,,Both,,,038_07
,454.027,472.167,,L,,,038_07
1282,458.005,467.19699999999995,,R,,,038_07
1283,470.49800000000005,472.166,,R,,,038_07
1284,23.6,26.998,,R,,,039_07
1285,28.901,32.196,L,,,,039_07
1286,44.81,48.501999999999995,,R,,,039_07
1287,48.501999999999995,53.595,,Both,,,039_07
1287,53.595,74.1,,L,,,039_07
1288,74.1,75.197,Both,,,,039_07
1288,75.197,83.2,R,,,,039_07
1289,83.2,85.595,Both,,,,039_07
,85.595,139.399,R,,,,039_07
1290,96.905,112.596,,L,,,039_07
1291,112.801,119.79799999999999,L,,,,039_07
1292,121.303,127.49799999999999,,L,,,039_07
1293,127.90299999999999,136.998,L,,,,039_07
1294,140.405,146.3,,,R,,039_07
1295,146.3,158.795,,,Both,,039_07
,158.795,203.097,,,R,,039_07
1296,163.2,197.59799999999998,,,L,,039_07
1297,201.303,209.602,,,L,,039_07
1298,209.602,219.89,,,Both,,039_07
,219.89,256.89599999999996,,,L,,039_07
1299,223.9,264.301,R,,,,039_07
1300,264.301,268.79900000000004,Both,,,,039_07
1300,268.79900000000004,282.301,L,,,,039_07
1301,282.301,292.595,Both,,,,039_07
,292.595,301.094,L,,,,039_07
1302,312.905,316.9,,L,,,039_07
1303,316.9,317.397,,Both,,,039_07
,317.397,319.297,,L,,,039_07
1304,325.60200000000003,330.402,,R,,,039_07
1305,330.402,337.399,,Both,,,039_07
,337.399,343.495,,R,,,039_07
1306,346.10400000000004,348.094,L,,,,039_07
1307,352.2,354.426,R,,,,039_07
1308,57.721000000000004,60.09,,L,,,040_07
1309,60.09,65.376,,R,,,040_07
1310,79.82,79.83,,,,Momforce,040_07
1311,79.83,81.2,Both,,,,040_07
1311,81.2,83.9,R,,,,040_07
1312,83.9,84.28,,,,Momgrab,040_07
1312,84.28,84.32,,,,Momgrab,040_07
1313,89.32,99.0,R,,,,040_07
1314,99.0,99.383,,,,Momgrab,040_07
1314,99.383,99.42,,,,Momgrab,040_07
1315,110.51,110.59299999999999,,,R,Momgrab,040_07
1316,124.4,124.473,,,R,,040_07
1317,124.473,124.501,,,,Momgrab,040_07
1318,152.8,155.88,,R,,,040_07
1319,162.56,173.0,,R,,,040_07
1320,173.0,173.98,,,,Momgrab,040_07
1320,173.98,174.023,,,,Momgrab,040_07
1321,176.01,177.21,,,,Momforce,040_07
1322,177.21,180.26,,Both,,,040_07
1322,180.26,190.13,,R,,,040_07
1323,190.13,196.58,,,,Momgrab,040_07
,196.58,201.66,,R,,,040_07
1325,215.73,216.113,,,,Momforce,040_07
1324,216.113,216.08,,,R,,040_07
1326,219.01,221.25,,,R,,040_07
1327,221.25,221.30700000000002,,,,Momforce,040_07
1328,223.6,224.09,,,R,,040_07
1329,224.09,224.123,,,,Momforce,040_07
1330,225.8,234.183,,L,,,040_07
1331,247.02,247.92,,R,,,040_07
1332,247.92,249.093,,Both,,,040_07
1332,249.093,260.87,,L,,,040_07
1333,259.13,260.9,,,,Momgrab,040_07
1334,260.1,260.89,,Both,,,040_07
1333,260.9,260.87,,,,Momgrab,040_07
1335,285.23,289.199,,R,,,040_07
1336,289.199,290.166,,,,Momgrab,040_07
1336,290.166,290.216,,,,Momgrab,040_07
1337,290.8,295.31,R,,,,040_07
1338,295.31,303.98,Both,,,,040_07
1338,303.98,317.78,L,,,,040_07
1339,336.91,337.21,R,,,,040_07
1340,337.21,337.67900000000003,Both,,,,040_07
1340,337.67900000000003,347.39,L,,,,040_07
1341,358.82,374.68,,,R,,040_07
1342,377.44,402.6,,,R,,040_07
1343,402.6,402.99300000000005,,,,Momgrab,040_07
,402.99300000000005,403.96,,,R,,040_07
1344,126.617,127.494,,,L,,041_07
1345,130.202,146.295,,,L,,041_07
1346,160.30100000000002,166.005,,,L,,041_07
1347,167.705,175.895,L,,,,041_07
1348,178.304,182.595,L,,,,041_07
1349,194.705,203.297,,,L,,041_07
1350,204.40599999999998,221.69799999999998,,,L,,041_07
1351,230.601,234.99599999999998,,L,,,041_07
1352,277.10200000000003,309.48900000000003,,,L,,041_07
1353,311.902,321.498,,,L,,041_07
1354,323.101,324.298,,,L,,041_07
1355,325.202,334.49300000000005,,,L,,041_07
1356,335.603,335.99300000000005,,,L,,041_07
1357,337.2,339.796,,,L,,041_07
1358,360.902,368.499,L,,,,041_07
1359,370.51,387.49300000000005,,,L,,041_07
1360,390.31300000000005,395.292,,L,,,041_07
1361,396.602,403.98699999999997,L,,,,041_07
1362,407.504,408.994,,,L,,041_07
1363,413.805,428.88800000000003,,,L,,041_07
1364,430.805,432.265,,L,,,041_07
1365,440.31300000000005,446.19699999999995,L,,,,041_07
1366,224.02,227.2,,,,Momforce,043_07
1367,227.2,228.4,,,Both,,043_07
1367,228.4,230.01,,,R,,043_07
1368,230.01,230.85,,,,Momgrab,043_07
,230.85,230.98,,,R,,043_07
1369,244.7,245.82,,,,Momforce,043_07
1370,245.82,247.99,,,Both,,043_07
,247.99,248.02599999999998,,,,Momforce,043_07
1371,249.42,250.98,,,L,,043_07
1372,255.72,259.08299999999997,,R,,,043_07
1373,271.22,271.39,,L,,,043_07
1374,274.43,276.19,,R,,,043_07
1375,276.91,277.82,,,,Momforce,043_07
1376,277.82,280.668,,Both,,,043_07
,280.668,280.72,,,,Momforce,043_07
1377,288.4,289.103,,R,,,043_07
1378,289.103,289.48400000000004,,,Both,,043_07
1378,289.48400000000004,289.67,,,L,,043_07
1379,289.67,289.703,,,,Momforce,043_07
1380,293.13,293.593,,,L,,043_07
1381,293.593,293.626,,,,Momforce,043_07
1382,294.51,294.57599999999996,,,R,,043_07
1383,480.6,481.898,,,,Momforce,043_07
1384,481.898,483.99,R,,,,043_07
1385,92.73,96.41,,,R,,044_07
1386,96.41,112.77,,,Both,,044_07
,112.77,113.78,,,R,,044_07
1387,112.9,113.8,,,,Momgrab,044_07
1388,116.62,118.3,,,R,,044_07
1389,118.3,118.58,,,Both,,044_07
,118.58,129.69299999999998,,,R,,044_07
1390,127.92,130.79,,,L,,044_07
1391,132.5,132.59,,,L,,044_07
1392,140.21,140.28,,,,Momforce,044_07
1393,140.28,145.996,,L,,,044_07
1394,142.42,148.58,,R,,,044_07
1394,148.58,145.996,,Both,,,044_07
1395,156.92,161.69299999999998,,R,,,044_07
1396,164.32,184.38,,R,,,044_07
1397,189.02,200.7,R,,,,044_07
1398,200.7,202.39,Both,,,,044_07
,202.39,215.28,R,,,,044_07
1399,208.12,208.18599999999998,L,,,,044_07
1400,213.02,213.18,L,,,,044_07
1401,214.72,214.88,L,,,,044_07
1402,223.32,224.593,,,R,,044_07
1404,233.51,240.382,L,,,,044_07
1405,235.92,239.69,Both,,,,044_07
1403,240.382,234.51,,,,Momforce,044_07
1406,242.9,244.77,L,,,,044_07
1407,254.92,261.1,,,R,,044_07
